identifier,major_group,group,sub_group,membran_prediction,seq_start,number_cysteines,data_source,species
A0A194ARH7,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194ARJ0,Short-chain,Short-chain,,Secreted,MKT,9,TR,Micrurus_tener
A0A194ARJ5,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194ARK4,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194ARK8,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194ASD1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194ASE0,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194ASE2,Short-chain,Short-chain,,Secreted,,8,TR,Micrurus_tener
A0A194ASE3,Short-chain,Short-chain,,Secreted,MKA,8,TR,Micrurus_tener
A0A194ASE5,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194ASF5,Short-chain,Short-chain,,Secreted,,8,TR,Micrurus_tener
A0A194AT81,Short-chain,Short-chain,,Secreted,MKA,8,TR,Micrurus_tener
A0A194ATA3,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194ATA6,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194ATB0,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194ATB5,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194ATC0,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194ATC3,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194ATD1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
P01389,Long-chain,Long-chain,,Secreted,,10,SP,Naja_anchietae
P34074,Long-chain,Long-chain,,Secreted,,10,SP,Naja_annulata_annulata
P34075,Short-chain,Short-chain,,Secreted,,8,SP,Naja_annulata_annulata
P01399,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Naja_annulifera
P01420,Short-chain,Short-chain,,Secreted,,8,SP,Naja_annulifera
P01421,Short-chain,Short-chain,,Secreted,,8,SP,Naja_annulifera
P01422,Short-chain,Short-chain,,Secreted,,8,SP,Naja_annulifera
P01453,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_annulifera
P01454,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_annulifera
P01455,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_annulifera
P01459,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_annulifera
P01460,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_annulifera
P01461,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_annulifera
P01462,Short-chain,Short-chain,S-type cytotoxin,Secreted,,9,SP,Naja_annulifera
P01464,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_annulifera
P01465,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_annulifera
P01466,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_annulifera
P25677,Short-chain,Short-chain,,Secreted,,8,SP,Naja_annulifera
P25678,Short-chain,Short-chain,,Secreted,,8,SP,Naja_annulifera
P62390,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_annulifera
P68417,Short-chain,Short-chain,,Secreted,,8,SP,Naja_annulifera
O93422,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Naja_atra
P60814,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Naja_atra
Q9YGI1,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Naja_atra
Q9YGI4,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Naja_atra
E2ITZ6,Plesiotypic,Plesiotypic,,Secreted,MKT,10,TR,Naja_atra
P01442,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
P01443,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
P07525,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_atra
P0DUK7,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_atra
P49122,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
P49123,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
P60304,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
P60306,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_atra
P60307,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_atra
P60308,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_atra
P60309,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_atra
P60770,Short-chain,Short-chain,,Secreted,MKT,8,SP,Naja_atra
P79810,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
P80245,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
P80958,Short-chain,Short-chain,,Secreted,MKT,8,SP,Naja_atra
Q8UUK0,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
Q91124,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
Q91126,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
Q91135,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
Q91136,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
Q91137,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
Q98956,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
Q98957,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
Q98958,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
Q98959,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
Q98960,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
Q98961,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
Q98962,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
Q98965,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
Q9W6W6,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
Q9W6W9,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
Q9W716,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_atra
E2ITZ7,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,TR,Naja_atra
P34076,Short-chain,Short-chain,,Secreted,,8,SP,Naja_christyi
NAJHA_GHRV01002244.1_C372_184,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Naja_haje
NAJHA_GHRV01000814.1_C597_352,Short-chain,Short-chain,Cobra+ 8-cysteine clade in plesiotypics,Secreted,,8,NCBI,Naja_haje
P25674,Long-chain,Long-chain,,Secreted,,10,SP,Naja_haje_haje
P01401,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Naja_haje_haje
P01415,Short-chain,Short-chain,Cobra+ 8-cysteine clade in plesiotypics,Secreted,,8,SP,Naja_haje_haje
P01457,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_haje_haje
P25675,Short-chain,Short-chain,,Secreted,,8,SP,Naja_haje_haje
P01391,Long-chain,Long-chain,,Secreted,,10,SP,Naja_kaouthia
P0DSM9,Non-standard,Non-standard,,Secreted,,8,SP,Naja_kaouthia
P25679,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Naja_kaouthia
P82935,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Naja_kaouthia
P01445,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_kaouthia
P01446,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_kaouthia
P0CH80,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_kaouthia
P0DSN0,Short-chain,Short-chain,,Secreted,,8,SP,Naja_kaouthia
P14541,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_kaouthia
P14613,Short-chain,Short-chain,,Secreted,,8,SP,Naja_kaouthia
P24779,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_kaouthia
P59275,Short-chain,Short-chain,,Secreted,,8,SP,Naja_kaouthia
P59276,Short-chain,Short-chain,,Secreted,,8,SP,Naja_kaouthia
P82462,Short-chain,Short-chain,,Secreted,,8,SP,Naja_kaouthia
P82463,Short-chain,Short-chain,,Secreted,,8,SP,Naja_kaouthia
P82464,Short-chain,Short-chain,,Secreted,,8,SP,Naja_kaouthia
P82849,Short-chain,Short-chain,,Secreted,,8,SP,Naja_kaouthia
Q9DGH9,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_kaouthia
P01383,Long-chain,Long-chain,,Secreted,,10,SP,Naja_melanoleuca
P01388,Long-chain,Long-chain,,Secreted,,10,SP,Naja_melanoleuca
P0DQQ1,Long-chain,Long-chain,,Secreted,,10,SP,Naja_melanoleuca
P0DQQ2,Long-chain,Long-chain,,Secreted,,10,SP,Naja_melanoleuca
P01400,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Naja_melanoleuca
P01424,Short-chain,Short-chain,,Secreted,,8,SP,Naja_melanoleuca
P01448,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_melanoleuca
P01473,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_melanoleuca
P01474,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_melanoleuca
P01431,Short-chain,Short-chain,,Secreted,,8,SP,Naja_mossambica
P01432,Short-chain,Short-chain,,Secreted,,9,SP,Naja_mossambica
P01452,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_mossambica
P01467,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_mossambica
P01469,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_mossambica
P01470,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_mossambica
P25517,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_mossambica
Nnaj_CM019150_1_np121212_gene_1_mRNA_11,Long-chain,Long-chain,,Secreted,,10,NCBI,Naja_naja
C0HM09,Long-chain,Long-chain,,Secreted,,10,SP,Naja_naja
P25668,Long-chain,Long-chain,,Secreted,,10,SP,Naja_naja
P25669,Long-chain,Long-chain,,Secreted,,10,SP,Naja_naja
P25671,Long-chain,Long-chain,,Secreted,,10,SP,Naja_naja
P25672,Long-chain,Long-chain,,Secreted,,10,SP,Naja_naja
P25673,Long-chain,Long-chain,,Secreted,,10,SP,Naja_naja
Nana_c3_dn_17,Non-standard,Non-standard,Basal non-standard,Secreted,,9,NCBI,Naja_naja
Nnaj_CM019150_1_np121212_gene_1_mRNA_10,Non-standard,Non-standard,S-type cytotoxin,Secreted,,9,NCBI,Naja_naja
Nnaj_CM019150_1_np121212_gene_1_mRNA_15,Non-standard,Non-standard,S-type cytotoxin,Secreted,,9,NCBI,Naja_naja
Nana_c1_1,Non-standard,Non-standard,,Secreted,MRK,10,None,Naja_naja
Nana_c3_16,Non-standard,Non-standard,Basal non-standard,Secreted,,9,None,Naja_naja
Nana_c3_dn_12,Non-standard,Non-standard,P-type cytotoxin,Secreted,MKT,7,None,Naja_naja
Nana_c3_dn_19,Non-standard,Non-standard,Basal non-standard,Secreted,,8,None,Naja_naja
Nnaj_CM019150_1_np121212_gene_1_mRNA_3,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Naja_naja
Nnaj_CM019150_1_np121212_gene_1_mRNA_6_mka,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Naja_naja
Nnaj_CM019150_1_np121212_gene_1_mRNA_7_mka,Non-standard,Non-standard,,Secreted,,12,NCBI,Naja_naja
Nnaj_CM019151_1_np121212_gene_1_mRNA_1,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Naja_naja
Nana_c3_11,Ly-6,Reptilian Ly6 group 1-2,Reptilian Ly6 group 1-2,Membrane,MKP,10,None,Naja_naja
Nana_c3_8,Ly-6,LYPD2,LYPD2,Membrane,,10,None,Naja_naja
Nana_c3_dn_10,Ly-6,Reptilian Ly6 group 1,Reptilian Ly6 group 1,Membrane,,10,None,Naja_naja
Nana_c3_dn_2,Plesiotypic,Plesiotypic,,Secreted,,10,None,Naja_naja
Nana_c3_dn_25,Ly-6,Ly6E,Ly6E,Secreted,MKT,11,None,Naja_naja
Nana_c3_dn_3,Plesiotypic,Plesiotypic,,Secreted,MKT,10,None,Naja_naja
Nana_c3_dn_5,Non-standard,Non-standard,,Secreted,,11,None,Naja_naja
Nana_c3_dn_7,Ly-6,PSCA,PSCA,Membrane,MKA,11,None,Naja_naja
Nana_c3_dn_9,Ly-6,Reptilian Ly6 group 5,Reptilian Ly6 group 5,Membrane,,11,None,Naja_naja
Nana_c4_dn_1,Plesiotypic,Plesiotypic,,Secreted,MKT,10,None,Naja_naja
P29179,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Naja_naja
P29180,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Naja_naja
P29181,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Naja_naja
P29182,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Naja_naja
Nnaj_CM019150_1_np121212_gene_1_mRNA_12,Short-chain,Short-chain,,Secreted,,8,NCBI,Naja_naja
Nnaj_CM019150_1_np121212_gene_1_mRNA_14,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,NCBI,Naja_naja
Nana_c3_28,Short-chain,Short-chain,,Secreted,,8,None,Naja_naja
Nana_c3_dn_1,Short-chain,Short-chain,,Secreted,MKT,8,None,Naja_naja
Nana_c3_dn_14,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,None,Naja_naja
Nana_c3_dn_15,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,None,Naja_naja
Nana_c3_dn_18,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,9,None,Naja_naja
Nana_c3_dn_20,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,None,Naja_naja
Nana_c3_dn_23,Short-chain,Short-chain,,Secreted,MKI,8,None,Naja_naja
Nana_c3_dn_24,Short-chain,Short-chain,,Secreted,,8,None,Naja_naja
Nana_c3_dn_26,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8,None,Naja_naja
Nana_c3_dn_27,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8,None,Naja_naja
Nana_c3_dn_4,Short-chain,Short-chain,,Secreted,,9,None,Naja_naja
Nana_c3_dn_6,Short-chain,Short-chain,,Secreted,,8,None,Naja_naja
Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_1,Short-chain,Short-chain,,Secreted,MKT,8,None,Naja_naja
Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_2,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,None,Naja_naja
Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_3,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,None,Naja_naja
Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_4,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8,None,Naja_naja
C0HM08,Short-chain,Short-chain,,Secreted,,8,SP,Naja_naja
P01440,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_naja
P01447,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_naja
P24780,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_naja
P86382,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_naja
P86538,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_naja
P86540,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_naja
P86541,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_naja
NAJMO_GIJF01000694.1_C620_375,Short-chain,Short-chain,,Secreted,,8,NCBI,Naja_nigricollis
NAJMO_GIJF01000822.1_C570_316,Short-chain,Short-chain,,Secreted,,8,NCBI,Naja_nigricollis
NAJMO_GIJF01002765.1_C269_63,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9,NCBI,Naja_nigricollis
NAJNI_GIJG01001078.1_C500_294,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9,NCBI,Naja_nigricollis
NAJNI_GIJG01001188.1_C432_220,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9,NCBI,Naja_nigricollis
NAJNI_GIJG01001191.1_C479_237,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,NCBI,Naja_nigricollis
NAJNI_GIJG01001632.1_C398_189,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9,NCBI,Naja_nigricollis
P0DSN1,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_nigricollis
P01390,Long-chain,Long-chain,,Secreted,,10,SP,Naja_nivea
P25680,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Naja_nivea
NAJNI_GIJH01000740.1_C512_282,Short-chain,Short-chain,,Secreted,,9,NCBI,Naja_nivea
NAJNI_GIJH01000756.1_C445_239,Short-chain,Short-chain,S-type cytotoxin,Secreted,,9,NCBI,Naja_nivea
P01423,Short-chain,Short-chain,,Secreted,,8,SP,Naja_nivea
P01456,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_nivea
P01458,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_nivea
P01463,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_nivea
NAJNU_GIJI01001285.1_C460_209,Long-chain,Long-chain,,Secreted,,10,NCBI,Naja_nubiae
NAJNU_GIJI01001525.1_C450_190,Non-standard,Non-standard,Bungarus non-standard,Secreted,,11,NCBI,Naja_nubiae
NAJNU_GIJI01001829.1_C373_116,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Naja_nubiae
NAJNU_GIJI01000015.1_C2405_2196,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9,NCBI,Naja_nubiae
NAJNU_GIJI01000526.1_C465_223,Short-chain,Short-chain,,Secreted,,8,NCBI,Naja_nubiae
NAJNU_GIJI01001024.1_C456_214,Short-chain,Short-chain,,Secreted,,9,NCBI,Naja_nubiae
NAJNU_GIJI01001548.1_C448_212,Short-chain,Short-chain,,Secreted,,9,NCBI,Naja_nubiae
P01382,Long-chain,Long-chain,,Secreted,,10,SP,Naja_oxiana
P85520,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Naja_oxiana
P01441,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_oxiana
P01451,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_oxiana
Q9PS34,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_oxiana
NAJPA_GIJJ01000770.1_C467_213,Short-chain,Short-chain,,Secreted,,8,NCBI,Naja_pallida
NAJPA_GIJJ01001129.1_C372_115,Short-chain,Short-chain,,Secreted,,8,NCBI,Naja_pallida
NAJPA_GIJJ01001759.1_C249_13,Short-chain,Short-chain,,Secreted,,9,NCBI,Naja_pallida
P01426,Short-chain,Short-chain,,Secreted,,8,SP,Naja_pallida
P01468,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Naja_pallida
NAJPH_GIJK01000105.1_C1082_864,Non-standard,Non-standard,,Secreted,,10,NCBI,Naja_philippinensis
NAJPH_GIJK01000671.1_C406_203,Non-standard,Non-standard,,Secreted,,10,NCBI,Naja_philippinensis
NAJPH_GIJK01000704.1_C431_213,Short-chain,Short-chain,Cobra+ 8-cysteine clade in plesiotypics,Secreted,,9,NCBI,Naja_philippinensis
NAJPH_GIJK01001248.1_C249_16,Non-standard,Non-standard,,Secreted,,11,NCBI,Naja_philippinensis
P60773,Short-chain,Short-chain,,Secreted,,8,SP,Naja_philippinensis
P83345,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_sagittifera
NAJSI_GIJL01002105.1_C250_44,Long-chain,Long-chain,,Secreted,,10,NCBI,Naja_siamensis
NAJSI_GIJL01000963.1_C467_213,Short-chain,Short-chain,,Secreted,,8,NCBI,Naja_siamensis
O42257,Long-chain,Long-chain,,Secreted,MKT,10,SP,Naja_sputatrix
O93472,Non-standard,Non-standard,P-type cytotoxin,Secreted,MKT,7,SP,Naja_sputatrix
O42255,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Naja_sputatrix
O42256,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Naja_sputatrix
Q802B2,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Naja_sputatrix
Q802B3,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Naja_sputatrix
Q9W7I3,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Naja_sputatrix
O57326,Short-chain,Short-chain,,Secreted,MKT,8,SP,Naja_sputatrix
O57327,Short-chain,Short-chain,,Secreted,MKT,8,SP,Naja_sputatrix
O73856,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_sputatrix
O93471,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_sputatrix
O93473,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_sputatrix
P60302,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8,SP,Naja_sputatrix
P60311,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8,SP,Naja_sputatrix
P60772,Short-chain,Short-chain,,Secreted,,8,SP,Naja_sputatrix
Q9PSN6,Short-chain,Short-chain,,Secreted,,8,SP,Naja_sputatrix
Q9YGJ5,Short-chain,Short-chain,,Secreted,MKT,8,SP,Naja_sputatrix
Q9YGJ6,Short-chain,Short-chain,,Secreted,MKT,8,SP,Naja_sputatrix
NAJSU_GIJM01003258.1_C442_182,Long-chain,Long-chain,,Secreted,,10,NCBI,Naja_subfulva
NAJSU_GIJM01003390.1_C487_248,Long-chain,Long-chain,,Secreted,,10,NCBI,Naja_subfulva
NAJSU_GIJM01003176.1_C489_247,Non-standard,Non-standard,,Secreted,,7,NCBI,Naja_subfulva
NAJSU_GIJM01004954.1_C362_117,Non-standard,Non-standard,Cobra+ 8-cysteine clade in plesiotypics,Secreted,,7,NCBI,Naja_subfulva
NAJSU_GIJM01000709.1_C501_238,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Naja_subfulva
NAJSU_GIJM01004310.1_C401_147,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Naja_subfulva
NAJSU_GIJM01002726.1_C453_214,Short-chain,Short-chain,,Secreted,,8,NCBI,Naja_subfulva
NAJSU_GIJM01003137.1_C418_212,Short-chain,Short-chain,,Secreted,,9,NCBI,Naja_subfulva
NAJSU_GIJM01003193.1_C499_266,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9,NCBI,Naja_subfulva
NAJSU_GIJM01003678.1_C291_61,Short-chain,Short-chain,,Secreted,,8,NCBI,Naja_subfulva
NAJSU_GIJM01004065.1_C446_207,Short-chain,Short-chain,,Secreted,,8,NCBI,Naja_subfulva
NAJSU_GIJN01002005.1_C525_271,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Naja_sumatrana
P01384,Long-chain,Long-chain,,Secreted,MKT,10,SP,Notechis_scutatus_scutatus
A8HDK0,Short-chain,Short-chain,,Secreted,MKT,9,SP,Notechis_scutatus_scutatus
A8N285,Long-chain,Long-chain,,Secreted,MKT,10,SP,Ophiophagus_hannah
C5ILC5,Long-chain,Long-chain,,Secreted,MKT,10,SP,Ophiophagus_hannah
P01386,Long-chain,Long-chain,,Secreted,,10,SP,Ophiophagus_hannah
P01387,Long-chain,Long-chain,,Secreted,,10,SP,Ophiophagus_hannah
P07526,Long-chain,Long-chain,,Secreted,,10,SP,Ophiophagus_hannah
P80156,Long-chain,Long-chain,,Secreted,,10,SP,Ophiophagus_hannah
P80965,Long-chain,Long-chain,,Secreted,,10,SP,Ophiophagus_hannah
P82662,Long-chain,Long-chain,,Secreted,MKT,10,SP,Ophiophagus_hannah
Q2VBP3,Long-chain,Long-chain,,Secreted,MKT,10,SP,Ophiophagus_hannah
Q2VBP4,Long-chain,Long-chain,,Secreted,MKT,10,SP,Ophiophagus_hannah
Q2VBP6,Long-chain,Long-chain,,Secreted,MKT,10,SP,Ophiophagus_hannah
Q2VBP8,Long-chain,Long-chain,,Secreted,MKI,10,SP,Ophiophagus_hannah
Q53B53,Long-chain,Long-chain,,Secreted,,10,SP,Ophiophagus_hannah
Q53B54,Long-chain,Long-chain,,Secreted,,10,SP,Ophiophagus_hannah
Q53B56,Long-chain,Long-chain,,Secreted,MKT,10,SP,Ophiophagus_hannah
Q53B57,Long-chain,Long-chain,,Secreted,MKT,10,SP,Ophiophagus_hannah
Q53B58,Long-chain,Long-chain,,Secreted,MKT,10,SP,Ophiophagus_hannah
Q53B59,Long-chain,Long-chain,,Secreted,MKT,10,SP,Ophiophagus_hannah
Q2VBP5,Non-standard,Non-standard,,Secreted,MKT,9,SP,Ophiophagus_hannah
Q53B55,Non-standard,Non-standard,,Secreted,MKT,8,SP,Ophiophagus_hannah
Q2VBN2,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11,SP,Ophiophagus_hannah
Q53B61,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Ophiophagus_hannah
A8N286,Short-chain,Short-chain,Blockage of α3 nAChRs,Secreted,MKT,8,SP,Ophiophagus_hannah
P01412,Short-chain,Short-chain,,Secreted,MKT,8,SP,Ophiophagus_hannah
P83302,Short-chain,Short-chain,,Secreted,,8,SP,Ophiophagus_hannah
Q2VBN0,Short-chain,Short-chain,Muscarinic toxin,Secreted,MKT,8,SP,Ophiophagus_hannah
Q2VBN1,Short-chain,Short-chain,Muscarinic toxin,Secreted,MKT,8,SP,Ophiophagus_hannah
Q2VBN3,Short-chain,Short-chain,,Secreted,MKT,8,SP,Ophiophagus_hannah
Q2VBN4,Short-chain,Short-chain,β-cardiotoxin,Secreted,MKT,8,SP,Ophiophagus_hannah
Q2VBN5,Short-chain,Short-chain,β-cardiotoxin,Secreted,MKT,8,SP,Ophiophagus_hannah
Q2VBN7,Short-chain,Short-chain,β-cardiotoxin,Secreted,MKT,8,SP,Ophiophagus_hannah
Q2VBN8,Short-chain,Short-chain,β-cardiotoxin,Secreted,MKT,8,SP,Ophiophagus_hannah
Q2VBN9,Short-chain,Short-chain,,Secreted,MKT,8,SP,Ophiophagus_hannah
Q2VBP0,Short-chain,Short-chain,,Secreted,MKT,8,SP,Ophiophagus_hannah
Q2VBP2,Short-chain,Short-chain,,Secreted,MKT,8,SP,Ophiophagus_hannah
Q53B46,Short-chain,Short-chain,β-cardiotoxin,Secreted,MKT,8,SP,Ophiophagus_hannah
Q53B47,Short-chain,Short-chain,,Secreted,MKN,8,SP,Ophiophagus_hannah
Q53B48,Short-chain,Short-chain,,Secreted,MKN,8,SP,Ophiophagus_hannah
Q53B49,Short-chain,Short-chain,,Secreted,MKT,8,SP,Ophiophagus_hannah
