identifier,phrog,product,function
phage_0567,58,tail length tape measure protein,tail
phage_0568,3678,,unknown function
phage_0569,10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_0570,1107,tail length tape measure protein,tail
phage_0571,12452,tail tube protein,tail
phage_0572,344,tail assembly chaperone,tail
phage_0573,4,transcriptional repressor,transcription regulation
phage_0574,342,internal virion protein with endolysin domain,head and packaging
phage_0575,697,structural protein,head and packaging
phage_0576,66,excisionase and transcriptional regulator,integration and excision
phage_0577,2606,terminase small subunit,head and packaging
phage_0578,5774,head-tail joining,connector
phage_0579,33192,head protein,head and packaging
phage_0580,8455,virion structural protein,head and packaging
phage_0581,239,DNA primase/helicase,"DNA, RNA and nucleotide metabolism"
phage_0582,93,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0583,23137,,unknown function
phage_0584,1770,Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_0585,37314,,unknown function
phage_0586,221,metallo-phosphoesterase,other
phage_0587,10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_0588,5117,,unknown function
phage_0589,139,deoxynucleoside monophosphate kinase,other
phage_0590,82,head closure Hc1,connector
phage_0591,222,tail completion or Neck1 protein,connector
phage_0592,10276,DNA repair protein,"DNA, RNA and nucleotide metabolism"
phage_0593,138,major head protein,head and packaging
phage_0594,10775,tail protein,tail
phage_0595,264,major head protein,head and packaging
phage_0596,255,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_0597,5749,transposase,integration and excision
phage_0598,441,tail assembly chaperone,tail
phage_0599,1034,,unknown function
phage_0600,5989,terminase large subunit,head and packaging
phage_0601,19,DnaB-like replicative helicase,"DNA, RNA and nucleotide metabolism"
phage_0602,190,Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_0603,56,DNA methyltransferase,other
phage_0604,36,transcriptional regulator,transcription regulation
phage_0605,199,holin,lysis
phage_0606,4267,RNA replicase beta subunit,"DNA, RNA and nucleotide metabolism"
phage_0607,20467,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0608,2159,ParB-like partition protein,"DNA, RNA and nucleotide metabolism"
phage_0609,19893,,unknown function
phage_0610,1328,major head protein,head and packaging
phage_0611,12003,internal virion protein,head and packaging
phage_0612,45,tail tube,tail
phage_0613,38,terminase large subunit,head and packaging
phage_0614,2538,terminase small subunit,head and packaging
phage_0615,6156,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0616,463,anti-repressor,transcription regulation
phage_0617,2699,terminase large subunit,head and packaging
phage_0618,4102,terminase small subunit,head and packaging
phage_0619,4,transcriptional repressor,transcription regulation
phage_0620,173,nucleoside triphosphate pyrophosphohydrolase,"DNA, RNA and nucleotide metabolism"
phage_0621,3760,head scaffolding protein,head and packaging
phage_0622,38345,,unknown function
phage_0623,1075,tRNA splicing ligase,"DNA, RNA and nucleotide metabolism"
phage_0624,25966,tail length tape measure protein,tail
phage_0625,2076,QueE-like  radical SAM domain,"moron, auxiliary metabolic gene and host takeover"
phage_0626,377,anti-repressor Ant,transcription regulation
phage_0627,1,integrase,integration and excision
phage_0628,392,metal-dependent hydrolase,other
phage_0629,405,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_0630,394,tail protein,tail
phage_0631,6299,terminase small subunit,head and packaging
phage_0632,61,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover"
phage_0633,376,tail protein,tail
phage_0634,9318,,unknown function
phage_0635,2115,tail protein,tail
phage_0636,28,tail length tape measure protein,tail
phage_0637,1152,Rz-like spanin,lysis
phage_0638,4775,pre-neck appendage protein,connector
phage_0639,9506,endolysin,lysis
phage_0640,9017,tail fiber protein,tail
phage_0641,4704,tail length tape measure protein,tail
phage_0642,2255,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0643,2,terminase large subunit,head and packaging
phage_0644,317,endolysin,lysis
phage_0645,446,tail protein,tail
phage_0646,3017,head maturation protease,head and packaging
phage_0647,53,head maturation protease,head and packaging
phage_0648,127,anti-termination protein Q-like,transcription regulation
phage_0649,10581,tail sheath,tail
phage_0650,20775,,unknown function
phage_0651,4176,tail fiber protein,tail
phage_0652,334,major head protein,head and packaging
phage_0653,62,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_0654,5073,tail fiber protein,tail
phage_0655,5909,terminase large subunit,head and packaging
phage_0656,1111,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0657,35,transcriptional repressor,transcription regulation
phage_0658,9483,tail length tape measure protein,tail
phage_0659,10780,tail length tape measure protein,tail
phage_0660,52,tail protein,tail
phage_0661,1216,portal protein,head and packaging
phage_0662,21388,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_0663,219,baseplate wedge subunit,tail
phage_0664,424,phosphoadenosine phosphosulfate reductase,"moron, auxiliary metabolic gene and host takeover"
phage_0665,7878,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,other
phage_0666,6011,virion structural protein,head and packaging
phage_0667,10775,tail protein,tail
phage_0668,476,major tail protein,tail
phage_0669,16528,DNA methyltransferase,other
phage_0670,241,head morphogenesis,head and packaging
phage_0671,15,terminase large subunit,head and packaging
phage_0672,1067,minor head protein,head and packaging
phage_0673,701,virion structural protein,head and packaging
phage_0674,498,DNA methyltransferase,other
phage_0675,430,baseplate hub subunit and tail lysozyme,tail
phage_0676,414,RNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_0677,1107,tail length tape measure protein,tail
phage_0678,148,RecT-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_0679,3322,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0680,2158,abortive infection resistance protein,"moron, auxiliary metabolic gene and host takeover"
phage_0681,100,SbcD-like subunit of palindrome specific endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0682,4523,major head and protease protein,head and packaging
phage_0683,442,head-tail adaptor,connector
phage_0684,254,late promoter transcriptional regulator,transcription regulation
phage_0685,2,terminase large subunit,head and packaging
phage_0686,3946,,unknown function
phage_0687,1480,tail sheath,tail
phage_0688,694,baseplate hub and tail lysozyme,tail
phage_0689,11046,transcriptional regulator,transcription regulation
phage_0690,1272,tail length tape measure protein,tail
phage_0691,876,transcriptional repressor,transcription regulation
phage_0692,236,nucleotide kinase,other
phage_0693,333,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0694,15746,internal virion protein,head and packaging
phage_0695,4238,endolysin,lysis
phage_0696,11355,tail fiber protein,tail
phage_0697,213,portal protein,head and packaging
phage_0698,437,virion structural protein,head and packaging
phage_0699,538,minor tail protein,tail
phage_0700,9683,protease,other
phage_0701,307,endonuclease VII,"DNA, RNA and nucleotide metabolism"
phage_0702,4704,tail length tape measure protein,tail
phage_0703,1533,tail length tape measure protein,tail
phage_0704,490,portal protein,head and packaging
phage_0705,3287,virion structural protein,head and packaging
phage_0706,2,terminase large subunit,head and packaging
phage_0707,3519,tail length tape measure protein,tail
phage_0708,5708,DnaD-like helicase loader,"DNA, RNA and nucleotide metabolism"
phage_0709,62,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_0710,30509,collagen like minor tail,tail
phage_0711,6,baseplate wedge subunit,tail
phage_0712,290,minor tail protein,tail
phage_0713,5073,tail fiber protein,tail
phage_0714,23013,tail length tape measure protein,tail
phage_0715,8125,tail length tape measure protein,tail
phage_0716,1794,amidase,lysis
phage_0717,20556,baseplate protein,tail
phage_0718,213,portal protein,head and packaging
phage_0719,18,minor tail protein,tail
phage_0720,18104,transcriptional regulator,transcription regulation
phage_0721,460,head closure Hc2,connector
phage_0722,1035,endonuclease VII,"DNA, RNA and nucleotide metabolism"
phage_0723,5558,Lar-like restriction alleviation protein,"moron, auxiliary metabolic gene and host takeover"
phage_0724,442,head-tail adaptor,connector
phage_0725,21413,,unknown function
phage_0726,19979,virion structural protein,head and packaging
phage_0727,316,dihydrofolate reductase,"DNA, RNA and nucleotide metabolism"
phage_0728,6420,,unknown function
phage_0729,28748,virion structural protein,head and packaging
phage_0730,4583,transcriptional repressor,transcription regulation
phage_0731,1044,endolysin,lysis
phage_0732,8233,tail assembly chaperone,tail
phage_0733,19,DnaB-like replicative helicase,"DNA, RNA and nucleotide metabolism"
phage_0734,486,virion structural protein,head and packaging
phage_0735,959,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0736,8689,pilot protein for DNA ejection,tail
phage_0737,2,terminase large subunit,head and packaging
phage_0738,207,head maturation protease,head and packaging
phage_0739,171,NinG/ Rap DNA junction specific endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0740,66,excisionase and transcriptional regulator,integration and excision
phage_0741,93,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0742,9116,tail protein,tail
phage_0743,9232,portal protein,head and packaging
phage_0744,26539,,unknown function
phage_0745,9759,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_0746,39,tail assembly protein,tail
phage_0747,708,baseplate wedge subunit,tail
phage_0748,3188,co-chaperonin GroES,other
phage_0749,1614,nucleotidyltransferase,"DNA, RNA and nucleotide metabolism"
phage_0750,40,head-tail adaptor Ad1,connector
phage_0751,3229,,unknown function
phage_0752,4581,terminase small subunit,head and packaging
phage_0753,1040,peptidase HslV family,other
phage_0754,237,head scaffolding protein,head and packaging
phage_0755,10356,virion structural protein,head and packaging
phage_0756,5718,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0757,18178,portal protein,head and packaging
phage_0758,697,structural protein,head and packaging
phage_0759,634,baseplate hub assembly catalyst,tail
phage_0760,5046,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0761,888,,unknown function
phage_0762,805,internal virion protein,head and packaging
phage_0763,38,terminase large subunit,head and packaging
phage_0764,351,RNA polymerase sigma factor,transcription regulation
phage_0765,18891,tail length tape measure protein,tail
phage_0766,206,head scaffolding protein,head and packaging
phage_0767,6254,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0768,281,PAAR motif of membran proteins,"moron, auxiliary metabolic gene and host takeover"
phage_0769,5,tail completion or Neck1 protein,connector
phage_0770,582,Arc-like repressor,transcription regulation
phage_0771,9896,phosphofructokinase,other
phage_0772,2030,transcriptional regulator,transcription regulation
phage_0773,17517,tail protein,tail
phage_0774,342,internal virion protein with endolysin domain,head and packaging
phage_0775,387,neck protein,connector
phage_0776,1768,endolysin,lysis
phage_0777,587,structural protein,head and packaging
phage_0778,842,beta-glucosyl-HMC-alpha-glucosyltransferase,other
phage_0779,100,SbcD-like subunit of palindrome specific endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0780,7944,,unknown function
phage_0781,64,portal protein,head and packaging
phage_0782,894,endolysin,lysis
phage_0783,2890,peptide deformylase,other
phage_0784,80,head maturation protease,head and packaging
phage_0785,1498,,unknown function
phage_0786,11439,tail fiber protein,tail
phage_0787,30742,tail fiber protein,tail
phage_0788,3927,head scaffolding protein,head and packaging
phage_0789,238,major tail protein,tail
phage_0790,3465,head closure Hc2,connector
phage_0791,7882,DnaD-like helicase loader,"DNA, RNA and nucleotide metabolism"
phage_0792,399,structural protein,head and packaging
phage_0793,38,terminase large subunit,head and packaging
phage_0794,135,dUTPase,"DNA, RNA and nucleotide metabolism"
phage_0795,11226,portal protein,head and packaging
phage_0796,719,baseplate wedge subunit,tail
phage_0797,3304,L-shaped tail fiber protein assembly,tail
phage_0798,3075,,unknown function
phage_0799,3437,major head protein,head and packaging
phage_0800,164,ParA-like partition protein,"DNA, RNA and nucleotide metabolism"
phage_0801,8676,,unknown function
phage_0802,1985,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0803,608,holin,lysis
phage_0804,18345,tail fiber protein,tail
phage_0805,414,RNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_0806,5939,tail protein,tail
phage_0807,697,structural protein,head and packaging
phage_0808,427,,unknown function
phage_0809,414,RNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_0810,1480,tail sheath,tail
phage_0811,3007,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_0812,13987,radical SAM domain-containing protein,other
phage_0813,16653,hydrolase,other
phage_0814,10574,tail length tape measure protein,tail
phage_0815,679,head closure Hc2,connector
phage_0816,2328,transcriptional repressor,transcription regulation
phage_0817,239,DNA primase/helicase,"DNA, RNA and nucleotide metabolism"
phage_0818,1825,DNA methyltransferase,other
phage_0819,6444,DNA primase,"DNA, RNA and nucleotide metabolism"
