identifier,Order,Family,Genus,protein_category,Protein families
P0DUV1,Hymenoptera,Sphecidae,Sphex,,FARP (FMRFamide related peptide) family
P69746,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin A superfamily
P0C1R1,Hymenoptera,Vespidae,Protonectarina,mcd_related,"MCD family, Protonectin subfamily"
Q4JHE1,Squamata,Elapidae,Pseudechis,,"Flavin monoamine oxidase family, FIG1 subfamily"
P58923,Neogastropoda,Conidae,Conus,,
A0A0B5ABD9,Neogastropoda,Conidae,Conus,hormone_related,Insulin family
P34079,Araneae,Plectreuridae,Plectreurys,neurotoxin,"Neurotoxin 02 (plectoxin) family, 02 (plectoxin) subfamily"
A0RZC6,Squamata,Elapidae,Austrelaps,,Venom complement C3 homolog family
A0SPI1,Hymenoptera,Vespidae,Vespa,mcd_related,"MCD family, Crabrolin subfamily"
A0A0B4J184,Neogastropoda,Terebridae,Terebra,,
A0ZSK3,Perciformes,Synanceiidae,Synanceia,,SNTX/VTX toxin family
A0ZSK4,Perciformes,Synanceiidae,Synanceia,,SNTX/VTX toxin family
P0DUC3,Neogastropoda,Conidae,Conus,,"O2 superfamily, Contryphan family"
Q9GU58,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin P superfamily
P0DUJ6,Batrachoidiformes,Batrachoididae,Thalassophryne,,CART family
P0DUT1,Lepidoptera,Limacodidae,Doratifera,,Limacoditoxin-7 family
P84713,Neogastropoda,Conidae,Conus,,
P85258,Araneae,Zodariidae,Lachesana,cationic_peptide,Cationic peptide 06 (cytoinsectotoxin) family
P85141,Neogastropoda,Conidae,Conus,,Vasopressin/oxytocin family
P58425,Araneae,Sparassidae,Heteropoda,neurotoxin,"Neurotoxin 10 (Hwtx-1) family, 21 (HpTx1) subfamily"
P85117,Araneae,Theraphosidae,Grammostola,neurotoxin,Neurotoxin 30 (phrixotoxin) family
P0CC13,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O1 superfamily
P84915,Hymenoptera,Vespidae,Polybia,mcd_related,"MCD family, Mastoparan subfamily"
P0CC15,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O1 superfamily
P0C8E1,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin B superfamily
P84744,Scorpiones,Buthidae,Buthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 09 subfamily"
P85162,Squamata,Viperidae,Bothrops,bradykinin_related,Bradykinin-potentiating peptide family
P0DW97,Squamata,Viperidae,Daboia,vegf,"PDGF/VEGF growth factor family, Snake venom VEGF subfamily"
P11057,Araneae,Agelenidae,Agelenopsis,neurotoxin,"Neurotoxin 07 (Beta/delta-agtx) family, 04 (aga-5) subfamily"
P13494,Araneae,Hexathelidae,Hadronyche,neurotoxin,Neurotoxin 06 (delta-actx) family
P31719,Scorpiones,Buthidae,Androctonus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 05 subfamily"
P0CD70,Hymenoptera,Megachilidae,Osmia,,Xylopin-like family
P0DUV2,Hymenoptera,Sphecidae,Isodontia,,FARP (FMRFamide related peptide) family
P0DUT6,Lepidoptera,Limacodidae,Doratifera,,Limacoditoxin-59 family
P0DUT2,Lepidoptera,Limacodidae,Doratifera,hormone_related,Diuretic hormone class 2 family
P0DUS6,Lepidoptera,Limacodidae,Doratifera,,Limacoditoxin-2 (cecropin-like) family
P69436,Hymenoptera,Vespidae,Agelaia,mcd_related,"MCD family, Mastoparan subfamily"
A0A6G9KJV6,Hymenoptera,Formicidae,Manica,,Formicidae venom precursor-01 superfamily
B0VXV8,Squamata,Viperidae,Sistrurus,bradykinin_related,Bradykinin-potentiating peptide family; Bradykinin inhibitor peptide family; Natriuretic peptide family
Q98989,Perciformes,Synanceiidae,Synanceia,,SNTX/VTX toxin family
Q6J936,Squamata,Viperidae,Bothrops,vegf,"PDGF/VEGF growth factor family, Snake venom VEGF subfamily"
A0A0B5A7P2,Neogastropoda,Conidae,Conus,hormone_related,Insulin family
A0A0B5A8P8,Neogastropoda,Conidae,Conus,hormone_related,Insulin family
A0A0B5ABE6,Neogastropoda,Conidae,Conus,hormone_related,Insulin family
A0A0B5A8Q2,Neogastropoda,Conidae,Conus,hormone_related,Insulin family
A0A0B5A8Q6,Neogastropoda,Conidae,Conus,hormone_related,Insulin family
A0A1D0C027,Araneae,Hexathelidae,Hadronyche,neurotoxin,"Neurotoxin 27 (Jztx-72) family, ICK-72 subfamily"
A0A0B5A7N8,Neogastropoda,Conidae,Conus,hormone_related,Insulin family
F8S0Z5,Squamata,Viperidae,Crotalus,,"Flavin monoamine oxidase family, FIG1 subfamily"
P36983,Araneae,Plectreuridae,Plectreurys,neurotoxin,"Neurotoxin 02 (plectoxin) family, 02 (plectoxin) subfamily"
P0DMD2,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-03 family
P0DL36,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-03 family
P0DL42,Squamata,Viperidae,Daboia,vegf,"PDGF/VEGF growth factor family, Snake venom VEGF subfamily"
P0DL62,Scorpiones,Buthidae,Buthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 31 subfamily"
P0DL71,Neogastropoda,Conidae,Conus,,NPY family
P0DL76,Neogastropoda,Conidae,Conus,,Vasopressin/oxytocin family
P0DQY0,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin A superfamily
P82140,Monotremata,Ornithorhynchidae,Ornithorhynchus,,
P56641,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin A superfamily
B0VXV4,Squamata,Viperidae,Sistrurus,vegf,"PDGF/VEGF growth factor family, Snake venom VEGF subfamily"
A0A2P1BRP3,Perciformes,Scorpaenidae,Scorpaena,,SNTX/VTX toxin family
A0A0B5AC90,Neogastropoda,Conidae,Conus,hormone_related,Insulin family
Q9XYR5,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin C superfamily
A0A0B5A7M7,Neogastropoda,Conidae,Conus,hormone_related,Insulin family
B0VXV3,Squamata,Viperidae,Sistrurus,vegf,"PDGF/VEGF growth factor family, Snake venom VEGF subfamily"
A0A6G9KJK9,Hymenoptera,Formicidae,Manica,,Formicidae venom precursor-01 superfamily
A0A6G9KIT6,Hymenoptera,Formicidae,Manica,,
P58928,Neogastropoda,Conidae,Conus,,
D9IX97,Squamata,Elapidae,Naja,,Natriuretic peptide family
P58810,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin T superfamily
P58916,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin O1 superfamily
P58782,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin A superfamily
A0FKN6,Araneae,Sicariidae,Loxosceles,,
P41736,Hymenoptera,Formicidae,Paraponera,,
P49343,Hymenoptera,Formicidae,Ectatomma,,"Ectatomin family, Ectatomin-Et subfamily"
P49344,Hymenoptera,Formicidae,Ectatomma,,"Ectatomin family, Ectatomin-Et subfamily"
A0A6G9KIR5,Hymenoptera,Formicidae,Manica,,Formicidae venom precursor-01 superfamily
Q7Z092,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I1 superfamily
Q58L90,Squamata,Elapidae,Oxyuranus,,Multicopper oxidase family
A0A2P1BRQ0,Perciformes,Scorpaenidae,Scorpaena,,SNTX/VTX toxin family
Q6WP39,Squamata,Viperidae,Trimeresurus,,"Flavin monoamine oxidase family, FIG1 subfamily"
A0A0B5AC86,Neogastropoda,Conidae,Conus,hormone_related,Insulin family
D8VNT0,Squamata,Homalopsidae,Cerberus,ficolin,"Ficolin lectin family, Veficolin subfamily"
B3EWW3,Araneae,Ctenidae,Cupiennius,cationic_peptide,"Cationic peptide 04 (cupiennin) family, 07 subfamily"
P01524,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin M superfamily
P0DSL3,Hymenoptera,Formicidae,Ectatomma,,"Ectatomin family, Ectatomin-Eq subfamily"
P0DSI8,Hymenoptera,Formicidae,Neoponera,,Ponericin-G family
P0DQG2,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-16 family
P15222,Scorpiones,Buthidae,Mesobuthus,scorpion_short_toxin,"Short scorpion toxin superfamily, Chloride channel inhibitor family"
P86446,Squamata,Helodermatidae,Heloderma,,
P0DQB3,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-14 family
P0DQC4,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-16 family
P0DQC5,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-16 family
P0DQC6,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-16 family
P0DQC7,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-16 family
P0DQC8,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-16 family
P0DQC9,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-16 family
P0DQD0,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-16 family
P0DQD9,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-16 family
P0DQE0,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-16 family
P0DQE2,Scolopendromorpha,Scolopendridae,Cormocephalus,scoloptoxin,Scoloptoxin-16 family
B6DCY1,Araneae,Lycosidae,Lycosa,venom_protein_other,"Venom protein 11 family, 02 (wap-2) subfamily"
P0DQE3,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-16 family
P0DQB9,Scolopendromorpha,Scolopendridae,Cormocephalus,scoloptoxin,Scoloptoxin-15 family
P0DSL2,Hymenoptera,Formicidae,Ectatomma,,"Ectatomin family, Ectatomin-Et subfamily"
P0DQB7,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-15 family
P0DSL1,Hymenoptera,Formicidae,Ectatomma,,"Ectatomin family, Ectatomin-Et subfamily"
P0DSK8,Hymenoptera,Formicidae,Ectatomma,,"Ectatomin family, Ectatomin-Eq subfamily"
Q4JHE2,Squamata,Elapidae,Notechis,,"Flavin monoamine oxidase family, FIG1 subfamily"
P0DQJ0,Diptera,Asilidae,Machimus,,Asilidin-1 family
Q4JHE3,Squamata,Elapidae,Oxyuranus,,"Flavin monoamine oxidase family, FIG1 subfamily"
P60269,Scorpiones,Buthidae,Mesobuthus,scorpion_short_toxin,"Short scorpion toxin superfamily, Chloride channel inhibitor family"
Q7Z093,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I1 superfamily
P0DQO8,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin M superfamily
P0DQR9,Hemiptera,Reduviidae,Platymeris,,Redulysin-like family
Q5I4E6,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I2 superfamily
P0DQU3,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 21 subfamily"
P0DQX9,Trebouxiales,Trebouxiaceae,Myrmecia,egf,EGF domain peptide family
P0DQY8,Neogastropoda,Conidae,Conus,,Elevenin family
P0DQY9,Neogastropoda,Conidae,Conus,,Elevenin family
Q66S08,Batrachoidiformes,Batrachoididae,Thalassophryne,,Natterin family
P0DQA9,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-13 family
P0DSI9,Hymenoptera,Formicidae,Neoponera,,Ponericin-G family
P60270,Scorpiones,Buthidae,Mesobuthus,scorpion_short_toxin,"Short scorpion toxin superfamily, Chloride channel inhibitor family"
P0DTX9,Neogastropoda,Conidae,Californiconus,,
P0DSJ7,Trebouxiales,Trebouxiaceae,Myrmecia,,Ant myrmeciitoxin-01 family
P0DSK1,Trebouxiales,Trebouxiaceae,Myrmecia,,Formicidae venom precursor-01 superfamily
P0DSK9,Hymenoptera,Formicidae,Ectatomma,,"Ectatomin family, Ectatomin-Eq subfamily"
P0DSI6,Hymenoptera,Formicidae,Tetramorium,,Formicidae venom precursor-01 superfamily
P15229,Scorpiones,Buthidae,Hottentotta,scorpion_short_toxin,"Short scorpion toxin superfamily, Chloride channel inhibitor family"
P0DQG3,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-16 family
P0DTJ6,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin P superfamily
P0DTJ7,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin L superfamily
P0DTJ8,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin U superfamily
P0DSI4,Hymenoptera,Formicidae,Tetramorium,,Formicidae venom precursor-01 superfamily
P0DQF9,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-24 family
P85018,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin M superfamily
P28374,Squamata,Elapidae,Dendroaspis,,Natriuretic peptide family
P0DX65,Hymenoptera,Vespidae,Polybia,,
P0DRA8,Hymenoptera,Vespidae,Parachartergus,mcd_related,"MCD family, Mastoparan subfamily"
P10521,Hymenoptera,Apidae,Bombus,mcd_related,"MCD family, Bombolitin subfamily"
P13211,Squamata,Lamprophiidae,Atractaspis,,Endothelin/sarafotoxin family
Q0GY45,Scorpiones,Buthidae,Tityus,scorpion_long_toxin,"Long chain scorpion toxin family, Class 2 subfamily"
P15220,Scorpiones,Buthidae,Mesobuthus,scorpion_short_toxin,"Short scorpion toxin superfamily, Chloride channel inhibitor family"
P0DQG0,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-24 family
P0DQF0,Scolopendromorpha,Scolopendridae,Cormocephalus,scoloptoxin,Scoloptoxin-20 family
P0DQF1,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-20 family
P0DQF2,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-21 family
P0DQF3,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-21 family
P0DQF4,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-21 family
P0DTJ3,Neogastropoda,Conidae,Conus,,Vasopressin/oxytocin family
P0DQB6,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-15 family
P0DTJ2,Neogastropoda,Conidae,Conus,,Vasopressin/oxytocin family
P0DSI5,Hymenoptera,Formicidae,Tetramorium,,Formicidae venom precursor-01 superfamily
P0DQG4,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-16 family
P0DQG5,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-16 family
P0DQG6,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-16 family
P0DQG7,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-16 family
P0DQG8,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-16 family
P0DQG9,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-16 family
P0DQE4,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-17 family
P0DQH1,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-15 family
P0DQE9,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-19 family
P0DQE7,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-18 family
P0DQE6,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-17 family
P0DQE5,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-17 family
P86447,Squamata,Helodermatidae,Heloderma,,
P0DQB5,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-14 family
P0DSM3,Hymenoptera,Formicidae,Neoponera,antimicrobial_peptide,"Non-disulfide-bridged peptide (NDBP) superfamily, Medium-length antimicrobial peptide (group 3) family, Ponericin-W subfamily"
P0DSM5,Hymenoptera,Formicidae,Neoponera,antimicrobial_peptide,"Non-disulfide-bridged peptide (NDBP) superfamily, Medium-length antimicrobial peptide (group 3) family, Ponericin-W subfamily"
P15472,Neogastropoda,Conidae,Conus,,
P85019,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin M superfamily
P0DRB2,Hymenoptera,Vespidae,Parachartergus,,Sylv/frat/paul family
P0DSL0,Hymenoptera,Formicidae,Myrmica,,
P0DQF5,Scolopendromorpha,Scolopendridae,Ethmostigmus,scoloptoxin,Scoloptoxin-22 family
P0DSJ0,Hymenoptera,Formicidae,Neoponera,,Ponericin-G family
P68409,Hymenoptera,Vespidae,Vespa,,Melittin family
P83250,Araneae,Oxyopidae,Oxyopes,cationic_peptide,Cationic peptide 02 (oxyopinin-2) family
P83251,Araneae,Oxyopidae,Oxyopes,cationic_peptide,Cationic peptide 02 (oxyopinin-2) family
P83390,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin P superfamily
P61504,Araneae,Segestriidae,Segestria,neurotoxin,Neurotoxin 16 (SFI) family
P83559,Araneae,Macrothelidae,Macrothele,neurotoxin,"Neurotoxin 02 (plectoxin) family, 02 (plectoxin) subfamily"
P0DUA1,Neogastropoda,Conidae,Californiconus,,
P83588,Araneae,Actinopodidae,Missulena,neurotoxin,"Neurotoxin 08 (Shiva) family, 02 (omega/kappa toxin) subfamily"
P0DUB0,Neogastropoda,Conidae,Conus,,
P0DUA3,Neogastropoda,Conidae,Californiconus,,
P0DUQ4,Neogastropoda,Conidae,Conus,,FARP (FMRFamide related peptide) family
P36990,Araneae,Plectreuridae,Plectreurys,,
P0DUR3,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin M superfamily
P0DUU3,Neogastropoda,Conidae,Conus,,
P83248,Araneae,Oxyopidae,Oxyopes,cationic_peptide,Cationic peptide 02 (oxyopinin-2) family
P0DV13,Hemiptera,Reduviidae,Platymeris,,Venom Ptu1-like knottin family
P0DW17,Neogastropoda,Conidae,Conus,conotoxin,"Conotoxin C superfamily, Consomatin family"
P0DW19,Neogastropoda,Conidae,Conus,conotoxin,"Conotoxin C superfamily, Consomatin family"
P0DW20,Neogastropoda,Conidae,Conus,conotoxin,"Conotoxin C superfamily, Consomatin family"
P0DW21,Neogastropoda,Conidae,Conus,conotoxin,"Conotoxin C superfamily, Consomatin family"
P83249,Araneae,Oxyopidae,Oxyopes,cationic_peptide,Cationic peptide 02 (oxyopinin-2) family
P0DW22,Neogastropoda,Conidae,Conus,conotoxin,"Conotoxin C superfamily, Consomatin family"
B6DD45,Araneae,Lycosidae,Lycosa,venom_protein_other,"Venom protein 11 family, 01 (wap-1) subfamily"
D1MEJ1,Hymenoptera,Vespidae,Eumenes,,
Q66S13,Batrachoidiformes,Batrachoididae,Thalassophryne,,Natterin family
B6DD42,Araneae,Lycosidae,Lycosa,venom_protein_other,"Venom protein 11 family, 01 (wap-1) subfamily"
Q1ELU0,Araneae,Zodariidae,Lachesana,cationic_peptide,"Cationic peptide 03 (latarcin) family, 02 subfamily"
B6DD43,Araneae,Lycosidae,Lycosa,venom_protein_other,"Venom protein 11 family, 01 (wap-1) subfamily"
C7DQB7,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I2 superfamily
P86398,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 09 subfamily"
P61097,Araneae,Segestriidae,Segestria,neurotoxin,Neurotoxin 16 (SFI) family
A0A3G1VU81,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin R superfamily
P0DPZ7,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-11 family
C7DQX7,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I2 superfamily
P86271,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 20 subfamily"
C0HLF9,Araneae,Oxyopidae,Oxyopes,,
A0A3G1VU84,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin R superfamily
P86295,Myliobatiformes,Potamotrygonidae,Potamotrygon,,
C7DQC1,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I2 superfamily
P86362,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin A superfamily
A0A6B9KZ90,Hemiptera,Reduviidae,Platymeris,,Redulysin-like family
C7DQB9,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I2 superfamily
Q7Z0A1,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin I1 superfamily
P0DQA7,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-12 family
B3EWU4,Araneae,Ctenidae,Cupiennius,cationic_peptide,"Cationic peptide 04 (cupiennin) family, 03 subfamily"
P0DW23,Neogastropoda,Conidae,Conus,conotoxin,"Conotoxin C superfamily, Consomatin family"
P0DW25,Neogastropoda,Conidae,Conus,conotoxin,"Conotoxin C superfamily, Consomatin family"
P86257,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin T superfamily
B6DD51,Araneae,Lycosidae,Lycosa,venom_protein_other,"Venom protein 11 family, 01 (wap-1) subfamily"
P86436,Scorpiones,Buthidae,Androctonus,scorpion_short_toxin,"Short scorpion toxin superfamily, Chloride channel inhibitor family"
Q9BN12,Scorpiones,Buthidae,Hottentotta,scorpion_short_toxin,"Short scorpion toxin superfamily, Potassium channel inhibitor family"
P86500,Neogastropoda,Conidae,Conus,,
P0DPZ6,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-11 family
B8K1V9,Squamata,Elapidae,Micrurus,,Natriuretic peptide family
P0DPZ5,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-11 family
P86717,Araneae,Oxyopidae,Oxyopes,,"Spiderine family, Cationic/spiderine subfamily"
Q9BJW4,Scorpiones,Buthidae,Mesobuthus,scorpion_short_toxin,"Short scorpion toxin superfamily, Chloride channel inhibitor family"
B6DD47,Araneae,Lycosidae,Lycosa,venom_protein_other,"Venom protein 11 family, 01 (wap-1) subfamily"
A0A023W0W9,Scolopendromorpha,Scolopendridae,Scolopendra,scoloptoxin,Scoloptoxin-08 family
A0A218QXE6,Scorpiones,Buthidae,Tityus,,
B3FIP1,Araneae,Theraphosidae,Cyriopagopus,neurotoxin,"Neurotoxin 27 (Jztx-72) family, ICK-72 subfamily"
P0DUA9,Neogastropoda,Conidae,Californiconus,,
P86260,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin M superfamily
P24333,Squamata,Viperidae,Crotalus,,Crotamine-myotoxin family
P68407,Hymenoptera,Apidae,Apis,,Melittin family
B3EWX3,Araneae,Ctenidae,Cupiennius,cationic_peptide,"Cationic peptide 04 (cupiennin) family, 06 subfamily"
C0HJT2,Scorpiones,Buthidae,Tityus,,Non-disulfide-bridged peptide (NDBP) superfamily
P0DW24,Neogastropoda,Conidae,Conus,conotoxin,"Conotoxin C superfamily, Consomatin family"
B6DD50,Araneae,Lycosidae,Lycosa,venom_protein_other,"Venom protein 11 family, 01 (wap-1) subfamily"
B6DD49,Araneae,Lycosidae,Lycosa,venom_protein_other,"Venom protein 11 family, 01 (wap-1) subfamily"
P58605,Araneae,Segestriidae,Segestria,,
B5KF99,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 11 subfamily"
P36989,Araneae,Plectreuridae,Plectreurys,,
P0DUQ8,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin NSf-1 superfamily
P0DUA4,Neogastropoda,Conidae,Californiconus,,
P0DV64,Scolopendromorpha,Scolopendridae,Scolopendra,,
B1P1J0,Araneae,Theraphosidae,Chilobrachys,neurotoxin,Neurotoxin 32 family
P83247,Araneae,Oxyopidae,Oxyopes,cationic_peptide,Cationic peptide 02 (oxyopinin-2) family
P86258,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin T superfamily
Q66S25,Batrachoidiformes,Batrachoididae,Thalassophryne,,Natterin family
P86719,Araneae,Oxyopidae,Oxyopes,,"Spiderine family, Cationic/spiderine subfamily"
B6DD46,Araneae,Lycosidae,Lycosa,venom_protein_other,"Venom protein 11 family, 01 (wap-1) subfamily"
C0HKY4,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin T superfamily
C0HKY3,Neogastropoda,Conidae,Conus,conotoxin,Conotoxin T superfamily
P86402,Scorpiones,Buthidae,Mesobuthus,scorpion_short_toxin,"Short scorpion toxin superfamily, Chloride channel inhibitor family"
