identifier,Order,Family,Genus,Protein families,Protein names,embeddings_labels,blast_labels
I6R1R5,Scolopendromorpha,Scolopendridae,Scolopendra,Scoloptoxin-05 family,Omega-scoloptoxin(05)-Ssm1a (Omega-SLPTX(05)-Ssm1a) (Omega-scoloptoxin-Ssm1a) (Omega-SLPTX-Ssm1a),-1,3
B3EWX0,Araneae,Ctenidae,Cupiennius,"Cationic peptide 04 (cupiennin) family, 09 subfamily",Short cationic peptide-6a (SCP-6a) (Short cationic peptide-6f) (SCP-6f) (Truncated variant of Cupiennin 6 family),-1,3
B3EWW8,Araneae,Ctenidae,Cupiennius,"Cationic peptide 04 (cupiennin) family, 09 subfamily",Cupiennin-6d (Cu-6d) (Short cationic peptide-6d) (SCP-6d),-1,3
B3EWY3,Squamata,Viperidae,Crotalus,"Natriuretic peptide family, Snake NP subfamily",Natriuretic peptide Coa_NP1,-1,3
A0A6M3Z4R1,Hymenoptera,Formicidae,Tetramorium,,U3-myrmicitoxin-Tb1a (U3-MYRTX-Tb1a),-1,3
A8QL51,Squamata,Elapidae,Bungarus,"Flavin monoamine oxidase family, FIG1 subfamily",L-amino-acid oxidase (Bm-LAAO) (LAO) (EC 1.4.3.2),-1,3
C0HJY8,Hymenoptera,Formicidae,Anochetus,Poneritoxin-Ae1 family,U1-poneritoxin-Ae1e (U1-PONTX-Ae1e) (Poneratoxin),-1,3
C0HJZ0,Hymenoptera,Formicidae,Anochetus,Poneritoxin-Ae1 family,U1-poneritoxin-Ae1g (U1-PONTX-Ae1g) (Poneratoxin),-1,3
B3A0L5,Scorpiones,Buthidae,Tityus,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 20 subfamily",Kappa-buthitoxin-Tt2b (Kappa-BUTX-Tt2b),-1,3
A0A3S9V8K6,Neogastropoda,Conidae,Conus,Insulin family,Con-Ins K2 (Insulin K2) [Cleaved into: Con-Ins K2 B chain; Con-Ins K2 A chain],-1,3
B3EWV6,Araneae,Ctenidae,Cupiennius,"Cationic peptide 04 (cupiennin) family, 08 subfamily",Cupiennin-4a (Cu-4a) (Short cationic peptide-4a) (SCP-4a),-1,3
B3EWV5,Araneae,Ctenidae,Cupiennius,"Cationic peptide 04 (cupiennin) family, 03 subfamily",Short cationic peptide-3a (SCP-3a) (Short cationic peptide-3e) (SCP-3e) (Truncated variant of Cupiennin 3 family),-1,3
C0HJH7,Hymenoptera,Formicidae,Dinoponera,,M-poneritoxin-Dq4a (M-PONTX-Dq4a) (Dinoponeratoxin Dq-3104) (Poneratoxin),-1,3
D0PX85,Neogastropoda,Conidae,Conus,Conotoxin K superfamily,Conotoxin im23b (Conopeptide im009) (Im23.2) (U1-CTX-Ci1b),-1,3
C0HJU9,Araneae,Lycosidae,Lycosa,"Cationic peptide 04 (cupiennin) family, 05 subfamily",Toxin LyeTx 1,-1,3
C0HLT7,Hymenoptera,Vespidae,Polybia,Bradykinin-related peptide family,Thr6-bradykinin (Bradykinin-related peptide),-1,3
D1MEI8,Hymenoptera,Vespidae,Eumenes,"MCD family, Mastoparan subfamily",Venom peptide 2b (EpVP2b) (VP2b) (Eumenine mastoparan VP2b),-1,3
C9D7R3,Araneae,Sicariidae,Loxosceles,,Astacin-like metalloprotease toxin 3 (EC 3.4.24.-) (Loxosceles astacin-like protease 3) (LALP3),-1,3
C0HJY9,Hymenoptera,Formicidae,Anochetus,Poneritoxin-Ae1 family,U1-poneritoxin-Ae1f (U1-PONTX-Ae1f) (Poneratoxin),-1,3
A0A6G9KHE4,Hymenoptera,Formicidae,Manica,,Delta-myrmicitoxin-Mri1a (Delta-MYRTX-Mri1a) (U3-myrmicitoxin-Mri1a) (U3-MYRTX-Mri1a) (U3-MYTX-Mri1a),-1,3
C0HKZ3,Neogastropoda,Conidae,Conus,Conotoxin M superfamily,Conotoxin ar3i (Conotoxin ar3j),-1,3
B3FIA5,Neogastropoda,Conidae,Conus,Conotoxin V superfamily,Conotoxin Vi15a (Vi15.1) (ViXVA),-1,3
A0A6M3Z9I6,Hymenoptera,Formicidae,Tetramorium,Formicidae venom precursor-01 superfamily,U8-myrmicitoxin-Tb1a (U8-MYRTX-Tb1a),-1,3
B3EWV7,Araneae,Ctenidae,Cupiennius,"Cationic peptide 04 (cupiennin) family, 08 subfamily",Cupiennin-4b (Cu-4b) (Short cationic peptide-4b) (SCP-4b),-1,3
C9D7R2,Araneae,Sicariidae,Loxosceles,,Astacin-like metalloprotease toxin 2 (EC 3.4.24.-) (Loxosceles astacin-like protease 2) (LALP2),-1,3
D5J9S0,Squamata,Elapidae,Bungarus,Natriuretic peptide family,Natriuretic peptide BF131,-1,3
C0HJY5,Hymenoptera,Formicidae,Anochetus,Poneritoxin-Ae1 family,U1-poneritoxin-Ae1b (U1-PONTX-Ae1b) (Poneratoxin),-1,3
P84700,Neogastropoda,Conidae,Conus,Conophan family,Conophan gld-V (Gamma-hydroxyconophan gld-V*),-1,4
P85259,Araneae,Zodariidae,Lachesana,Cationic peptide 06 (cytoinsectotoxin) family,M-zodatoxin-Lt8g (M-ZDTX-Lt8g) (Cytoinsectotoxin-1g) (CIT-1g),-1,4
A0A0B5ABD5,Neogastropoda,Conidae,Conus,Insulin family,Con-Ins T3 (Insulin 3) [Cleaved into: Con-Ins T3 B chain; Con-Ins T3 A chain],-1,4
A0A0B5ADV0,Neogastropoda,Conidae,Conasprella,Insulin family,Con-Ins Me1 (Insulin 1) [Cleaved into: Con-Ins Me1 B chain; Con-Ins Me1 A chain],-1,4
Q90X24,Squamata,Viperidae,Bothrops,"PDGF/VEGF growth factor family, Snake venom VEGF subfamily",Snake venom vascular endothelial growth factor toxin (svVEGF) (VEGF-F),-1,4
Q90W54,Squamata,Viperidae,Gloydius,"Flavin monoamine oxidase family, FIG1 subfamily",L-amino-acid oxidase (LAAO) (M-LAO) (EC 1.4.3.2),-1,4
Q90X23,Squamata,Viperidae,Bothrops,"PDGF/VEGF growth factor family, Snake venom VEGF subfamily",Snake venom vascular endothelial growth factor toxin (svVEGF) (VEGF-F),-1,4
A0A0B5ADU4,Neogastropoda,Conidae,Conus,Insulin family,Con-Ins T1A (Con-Ins T1) (Insulin 1) [Cleaved into: Con-Ins T1A B chain (Con-Ins T1 B chain); Con-Ins T1A A chain (Con-Ins T1 A chain)],-1,4
A0A0B5ADT9,Neogastropoda,Conidae,Conus,Insulin family,Con-Ins F2 (Insulin 2) [Cleaved into: Con-Ins F2 B chain; Con-Ins F2 A chain],-1,4
A0A0B5ABE4,Neogastropoda,Conidae,Conus,Insulin family,Con-Ins Q1b (Insulin 1b) [Cleaved into: Con-Ins Q1b B chain; Con-Ins Q1b A chain],-1,4
Q8LW54,Hymenoptera,Apidae,Apis,Melittin family,Melittin (MEL) (MLT),-1,4
A0A023W0B6,Scolopendromorpha,Scolopendridae,Ethmostigmus,Scoloptoxin-08 family,U-scoloptoxin(08)-Er5a (U-SLPTX(08)-Er5a) [Cleaved into: U-scoloptoxin-Er5.1a (U-SLPTX-Er5.1a); U-scoloptoxin-Er5.2a (U-SLPTX-Er5.2a)],-1,4
A0A0R4I951,Scolopendromorpha,Scolopendridae,Scolopendra,Scoloptoxin-03 family,Kappa-scoloptoxin(03)-Ssd1a (Kappa-SLPTX(03)-Ssd1a) (Toxin SSD609),-1,5
A0A3G5BIB1,Diptera,Asilidae,Dolopus,Asilidin-12 family,U-Asilidin(12)-Dg3b,-1,5
A0A1L1QJU3,Araneae,Hexathelidae,Hadronyche,"Psalmotoxin-1 family, Double-knot toxin subfamily",Pi-hexatoxin-Hi1a (Pi-HXTX-Hi1a) (Double-knot toxin) (DkTx) (SF1 peptide),-1,5
A0A5C1ZW08,Neogastropoda,Conidae,Conus,"Phospholipase A2 family, Group IX subfamily",Conodipine-P3 (Cdpi-P3) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2) (PLA2) [Cleaved into: Conodipine-P3 alpha subunit; Conodipine-P3 beta subunit],-1,5
X5ICI2,Squamata,Viperidae,Gloydius,"PDGF/VEGF growth factor family, Snake venom VEGF subfamily",Vascular endothelial growth factor isoform GtVF,-1,5
A0A6G9KHD6,Hymenoptera,Formicidae,Manica,Formicidae venom precursor-01 superfamily,U10-myrmicitoxin-Mri1c (U10-MYRTX-Mri1c),-1,5
A0A6G9KHD3,Hymenoptera,Formicidae,Manica,,U12-myrmicitoxin-Mri1a (U12-MYRTX-Mri1a) (U-MYRTX-MANr1),-1,5
A0A0F7YZQ7,Neogastropoda,Conidae,Conus,Elevenin family,Elevenin-Vc1,-1,5
A0A0A0VBX4,Neogastropoda,Conidae,Conus,Conotoxin D superfamily,Alpha-conotoxin GeXXA (Alpha-D-conotoxin GeXXA) (Ge-5),-1,5
A0A0F7YYV0,Neogastropoda,Conidae,Conus,Insulin family,Insulin-like peptide-1 (ILP-1) [Cleaved into: ILP-1 B chain; ILP-1 A chain],-1,4
A0A5C1ZXT8,Neogastropoda,Conidae,Conus,"Phospholipase A2 family, Group IX subfamily",Conodipine-P2 (Cdpi-P2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2) (PLA2) [Cleaved into: Conodipine-P2 alpha subunit; Conodipine-P2 beta subunit],-1,5
A0A0B5AC98,Neogastropoda,Conidae,Conus,Insulin family,Con-Ins F1 (Insulin 1) [Cleaved into: Con-Ins F1 B chain; Con-Ins F1 A chain],-1,4
C0HLM2,Neogastropoda,Conidae,Conus,Conotoxin A superfamily,Alpha-conotoxin PIC,-1,4
R4GUQ3,Scorpiones,Buthidae,Isometrus,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 28 subfamily",Potassium channel toxin alpha-KTx 28.1 (Toxin ImKTx104),-1,4
Q7Z094,Neogastropoda,Conidae,Conus,Conotoxin I1 superfamily,Iota-conotoxin RXIA (R11.6) (r11a),-1,4
P0DQY7,Neogastropoda,Conidae,Conus,Conotoxin A superfamily,Conotoxin SIVC (KappaA-conotoxin SIVC) (STR18),-1,4
A0A0R4I952,Neogastropoda,Conidae,Conus,,Delta/kappa-conotoxin Mo3964 (Mo3964),-1,4
A0A023W157,Scolopendromorpha,Scolopendridae,Ethmostigmus,Scoloptoxin-08 family,U-scoloptoxin(08)-Er5b (U-SLPTX(08)-Er5b) [Cleaved into: U-scoloptoxin-Er5.1a (U-SLPTX-Er5.1a); U-scoloptoxin-Er5.2a (U-SLPTX-Er5.2a)],-1,4
C0HJV6,Araneae,Zodariidae,Lachesana,Cationic peptide 06 (cytoinsectotoxin) family,Cytoinsectotoxin-4 (CIT-4),-1,4
Q7Z091,Neogastropoda,Conidae,Conus,Conotoxin I1 superfamily,Iota-conotoxin-like r11d (R11.8),-1,4
C0HKB2,Scorpiones,Scorpionidae,Pandinus,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 24 subfamily",Potassium channel toxin alpha-KTx 24.1 (Potassium channel-blocking toxin 5) (Pi5),-1,4
C0HKB3,Scorpiones,Scorpionidae,Pandinus,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Gamma-KTx 2 subfamily",Potassium channel toxin kappa-KTx 2.9 (Potassium channel-blocking toxin 6) (Pi6),-1,4
C0HL38,Araneae,Nephilidae,Trichonephila,,Insect toxin mu-NPTX-Nc1a (Mu/kappa-nephilitoxin-Nc1a) (Mu/kappa-NPTX-Nc1a),-1,4
C0HLS2,Hymenoptera,Formicidae,Pseudomyrmex,,DELTA-pseudomyrmecitoxin-Pp1a subunit A (DELTA-PSDTX-Pp1a subunit A),-1,4
C0HLS3,Hymenoptera,Formicidae,Pseudomyrmex,,DELTA-pseudomyrmecitoxin-Pp1a subunit B (DELTA-PSDTX-Pp1a subunit B),-1,4
C0K3N2,Squamata,Viperidae,Agkistrodon,"PDGF/VEGF growth factor family, Snake venom VEGF subfamily",Snake venom vascular endothelial growth factor toxin apiscin (svVEGF) (VEGF-F),-1,4
C0K3N3,Squamata,Viperidae,Crotalus,"PDGF/VEGF growth factor family, Snake venom VEGF subfamily",Snake venom vascular endothelial growth factor toxin cratrin (svVEGF) (VEGF-F),-1,4
A0A0B5A7N5,Neogastropoda,Conidae,Conus,Insulin family,Con-Ins F2c (Insulin 2c) [Cleaved into: Con-Ins F2c B chain; Con-Ins F2c A chain],-1,4
C0HJJ7,Araneae,Theraphosidae,Grammostola,Phrixotoxin family,Beta/kappa-theraphotoxin-Gi1a (Beta/kappa-TRTX-Gi1a) (GiTx1),-1,4
Q75WF2,Valvatida,Acanthasteridae,Acanthaster,DNase II family,Plancitoxin-1 (EC 3.1.22.1) (Plancitoxin I) (Plan-I) [Cleaved into: Plancitoxin-1 subunit alpha; Plancitoxin-1 subunit beta],-1,4
A0A7M4DUE8,Neogastropoda,Conidae,Conus,Conotoxin M superfamily,Mu-conotoxin SxIIIC,-1,4
A0A0B5ADT3,Neogastropoda,Conidae,Conus,Insulin family,Con-Ins G2b (Insulin 2b) [Cleaved into: Con-Ins G2b B chain; Con-Ins G2b A chain],-1,4
C3VVN6,Neogastropoda,Conidae,Conus,Conotoxin D superfamily,Alpha-conotoxin Cp20.3 (Conopeptide alpha-D-Cp),-1,4
P61408,Araneae,Theraphosidae,Grammostola,Neurotoxin 30 (phrixotoxin) family,Beta-theraphotoxin-Gr1b (Beta-TRTX-Gr1b) (GsAF 1) (GsAf1) (GsAF I) (GsAFI),-1,4
Q90Y12,Squamata,Viperidae,Crotalus,Bradykinin-potentiating peptide family; Natriuretic peptide family,Bradykinin potentiating and C-type natriuretic peptides (BPP-CNP) [Cleaved into: Bradykinin-potentiating peptide Cdt1a; Bradykinin-potentiating peptide Cdt1b; Bradykinin-potentiating peptide Cdt2; Bradykinin inhibitor peptide Cdt3; C-type natriuretic peptide (CNP)],-1,6
Q8MTX2,Scorpiones,Hemiscorpiidae,Opisthacanthus,"Non-disulfide-bridged peptide (NDBP) superfamily, Short antimicrobial peptide (group 4) family",Cytotoxic linear peptide IsCT2 (Non-disulfide-bridged peptide 4.2) (NDBP-4.2) (Non-disulfide-bridged peptide 5.3) (NDBP-5.3) [Cleaved into: Cytotoxic linear peptide IsCT2f],-1,6
P0DV18,Hymenoptera,Formicidae,Neoponera,Ponericin-G family,M-poneritoxin-Nc3b (M-PONTX-Nc3b) (Poneratoxin) (Ponericin Nc3b),-1,7
P0C7P5,Squamata,Viperidae,Protobothrops,Bradykinin-potentiating peptide family; Natriuretic peptide family,Bradykinin-potentiating and C-type natriuretic peptides (BPP-CNP) [Cleaved into: Bradykinin-potentiating peptide Tf1; Bradykinin-potentiating peptide Tf2; Bradykinin-potentiating peptide Tf3; C-type natriuretic peptide Tf-CNP; C-type natriuretic peptide Tf-CNP(3-22); C-type natriuretic peptide Tf-CNP(6-22)],-1,7
P0CC17,Squamata,Viperidae,Bothrops,"Flavin monoamine oxidase family, FIG1 subfamily",L-amino-acid oxidase (BatroxLAAO) (LAO) (EC 1.4.3.2),-1,7
P0C023,Trebouxiales,Trebouxiaceae,Myrmecia,"Formicidae venom precursor-01 superfamily, Ant pilosulin family",M-myrmeciitoxin-Mp2b (M-MIITX-Mp2b) (DELTA-myrtoxin-Mp1a B chain) (Mp1a B chain) (Pilosin-3 subunit b) (Pilosulin-3b),-1,7
P0DI84,Squamata,Viperidae,Vipera,"Flavin monoamine oxidase family, FIG1 subfamily",L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),-1,7
P0DJ41,Scorpiones,Scorpionidae,Heterometrus,"Short scorpion toxin superfamily, Potassium channel inhibitor kappa-KTx family, Kappa-KTx 5 subfamily",Potassium channel toxin kappa-KTx 5.1 (HelaTx1),-1,7
P0DM15,Neogastropoda,Conidae,Conus,,MuO-conotoxin MfVIA,-1,7
P0DMB4,Hymenoptera,Vespidae,Vespa,"AB hydrolase superfamily, Lipase family",Phospholipase A1 1 (PLA1) (EC 3.1.1.32) (Allergen Ves a 1.01) (Vespapase) (allergen Vesp a 1),-1,7
P0DQM9,Neogastropoda,Conidae,Conus,,Conotoxin Czon1107,-1,7
P0C349,Neogastropoda,Conidae,Conus,Conotoxin M superfamily,Mu-conotoxin SIIIC (Mu-conotoxin TIIIA-like),-1,7
P49268,Araneae,Euctenizidae,Apomastus,"Neurotoxin 13 (insecticidal toxin ABC) family, 01 (Aps III) subfamily",Mu-cyrtautoxin-As1a (Mu-CUTX-As1a) (Aptotoxin III) (Aps III) (Aptotoxin-3) (Aps-3) (Paralytic peptide III) (PP III),-1,7
P56587,Hymenoptera,Apidae,Apis,,Tertiapin (TPN),-1,7
P24335,Squamata,Viperidae,Tropidolaemus,Waglerin family,Waglerin-3 (SL-Waglerin-1) (SL-I) [Cleaved into: Waglerin-1 (Lethal peptide I) (Waglerin I) (Wtx-1)],-1,7
Q1ELU5,Araneae,Zodariidae,Lachesana,"Cationic peptide 03 (latarcin) family, 04 subfamily",M-zodatoxin-Lt4a (M-ZDTX-Lt4a) [Cleaved into: Repetitive polypeptide element type 1a (Rpe 1a); Repetitive polypeptide element type 1b (Rpe 1b); M-zodatoxin-Lt4a peptide (Latarcin-4a) (Ltc-4a)],-1,7
P69437,Hymenoptera,Vespidae,Agelaia,"MCD family, Protonectin subfamily",Protonectin (PTN) (Agelaia-chemotactic peptide) (Agelaia-CP) [Cleaved into: Protonectin (1-6) (PNT (1-6))],-1,7
Q1ELU4,Araneae,Zodariidae,Lachesana,"Cationic peptide 03 (latarcin) family, 04 subfamily",M-zodatoxin-Lt4b (M-ZDTX-Lt4b) [Cleaved into: Repetitive polypeptide element type 1c (Rpe 1c); Repetitive polypeptide element type 1d (Rpe 1d); M-zodatoxin-Lt4b peptide (Latarcin-4b) (Ltc-4b)],-1,7
P82972,Squamata,Viperidae,Pseudocerastes,Natriuretic peptide family,Natriuretic peptide PNP,-1,7
P81383,Squamata,Elapidae,Ophiophagus,"Flavin monoamine oxidase family, FIG1 subfamily",L-amino-acid oxidase (LAO) (Oh-LAAO) (EC 1.4.3.2),-1,7
P81382,Squamata,Viperidae,Calloselasma,"Flavin monoamine oxidase family, FIG1 subfamily",L-amino-acid oxidase (LAO) (MPV-LAAO) (EC 1.4.3.2),-1,7
P82851,Scorpiones,Scorpionidae,Chersonesometrus,"Short scorpion toxin superfamily, Potassium channel inhibitor kappa-KTx family, Kappa-KTx 1 subfamily",Potassium channel toxin kappa-KTx 1.2 (Kappa-hefutoxin 2) (Kappa-HfTx2) [Cleaved into: Potassium channel toxin kappa-KTx 1.1 (Kappa-hefutoxin 1) (Kappa-HfTx1)],-1,7
Q27J49,Squamata,Viperidae,Lachesis,Bradykinin-potentiating peptide family; Bradykinin inhibitor peptide family; Natriuretic peptide family,Bradykinin-potentiating and C-type natriuretic peptides (BPP-CNP) [Cleaved into: Bradykinin-potentiating peptide 1 (BPP 1); Bradykinin-potentiating peptide 2 (BPP 2); Bradykinin-potentiating peptide 3 (BPP 3); Bradykinin-potentiating peptide 4 (BPP 4); Bradykinin-potentiating peptide 5 (BPP 5); Bradykinin inhibitor peptide (BIP); C-type natriuretic peptide (CNP) (Lm-CNP)],-1,6
Q0GY40,Scorpiones,Caraboctonidae,Hoffmannihadrurus,"Long chain scorpion toxin family, Class 3 subfamily",Hge-scorpine (Hge-scorpine-like 1) (HgeScplp1) (Hgscplike1) [Cleaved into: Hge36],-1,7
P13208,Squamata,Lamprophiidae,Atractaspis,Endothelin/sarafotoxin family,"Sarafotoxin [Cleaved into: Sarafotoxin-A, Ser-isoform (SRTX-A) (Sarafotoxin-A) (S6A); Sarafotoxin-C (SRTX-C) (S6C); Sarafotoxin-B (SRTX-B) (S6B); Sarafotoxin-E (SRTX-E) (S6E); Sarafotoxin-A, Thr-isoform]",-1,7
Q7SZN0,Squamata,Elapidae,Pseudonaja,Multicopper oxidase family,Venom prothrombin activator pseutarin-C non-catalytic subunit (PCNS) (vPA) (Venom coagulation factor Va-like protein) [Cleaved into: Pseutarin-C non-catalytic subunit heavy chain; Pseutarin-C non-catalytic subunit light chain],-1,6
Q8MMJ7,Scorpiones,Hemiscorpiidae,Opisthacanthus,"Non-disulfide-bridged peptide (NDBP) superfamily, Short antimicrobial peptide (group 4) family",Cytotoxic linear peptide IsCT (Non-disulfide-bridged peptide 4.1) (NDBP-4.1) (Non-disulfide-bridged peptide 5.2) (NDBP-5.2) [Cleaved into: Cytotoxic linear peptide IsCTf],-1,6
Q91132,Squamata,Elapidae,Naja,Venom complement C3 homolog family,Cobra venom factor (CVF) (CVFk) (Complement C3 homolog) [Cleaved into: Cobra venom factor alpha chain; Cobra venom factor gamma chain; Cobra venom factor beta chain],-1,6
Q6STF1,Squamata,Viperidae,Gloydius,"Flavin monoamine oxidase family, FIG1 subfamily",L-amino-acid oxidase (AHP-LAAO) (LAO) (EC 1.4.3.2),-1,6
Q6TGQ8,Squamata,Viperidae,Bothrops,"Flavin monoamine oxidase family, FIG1 subfamily",L-amino-acid oxidase BmooLAAO-I (LAO) (EC 1.4.3.2),-1,6
Q92035,Squamata,Elapidae,Bungarus,Type-B carboxylesterase/lipase family,Acetylcholinesterase (BfAChE) (EC 3.1.1.7),-1,6
Q26464,Trebouxiales,Trebouxiaceae,Myrmecia,"Formicidae venom precursor-01 superfamily, Ant pilosulin family",M-myrmeciitoxin-Mp2a (M-MIITX-Mp2a) (Allergen Myr p II) (DELTA-myrtoxin-Mp1a A chain) (Mp1a A chain) (Pilosin-3 subunit a) (Pilosulin-3a) (Pilosulin-2) (allergen Myr p 2),-1,6
Q9PWF3,Squamata,Viperidae,Crotalus,Crotamine-myotoxin family,Crotamine (Crt) (Myotoxin),-1,6
Q58L91,Squamata,Elapidae,Oxyuranus,Multicopper oxidase family,Venom prothrombin activator oscutarin-C non-catalytic subunit (vPA) (Venom coagulation factor Va-like protein) [Cleaved into: Oscutarin-C non-catalytic subunit heavy chain; Oscutarin-C non-catalytic subunit light chain],-1,6
Q330K6,Squamata,Viperidae,Protobothrops,"PDGF/VEGF growth factor family, Snake venom VEGF subfamily",Snake venom vascular endothelial growth factor toxin (svVEGF) (PM-VEGF) (TM-VEGF) (VEGF-F),-1,6
Q2PE51,Squamata,Viperidae,Crotalus,Bradykinin-potentiating peptide family; Natriuretic peptide family,Bradykinin-potentiating and C-type natriuretic peptides (Angiotensin converting enzyme inhibitor-CNP) (ACEI-CNP) (BPP-CNP) [Cleaved into: Bradykinin-potentiating peptide-1 (BPP-1); Bradykinin-potentiating peptide-2 (BPP-2); Bradykinin inhibitor peptide homolog (Cdc peptide) (Novel peptide); C-type natriuretic peptide (CNP)],-1,6
Q7LZ09,Squamata,Viperidae,Macrovipera,Natriuretic peptide family,Lebetin-2-alpha (L2alpha) [Cleaved into: Lebetin-1-alpha (L1alpha); Lebetin-1-beta (L1beta); Lebetin-1-gamma (L1gamma); Lebetin-2-beta (L2beta)],-1,6
Q91453,Perciformes,Synanceiidae,Synanceia,SNTX/VTX toxin family,Stonustoxin subunit beta (SNTX subunit beta) (DELTA-synanceitoxin-Sh1b) (DELTA-SYTX-Sh1b) (Trachynilysin subunit beta) (TLY subunit beta),-1,6
P0DW98,Squamata,Viperidae,Protobothrops,"PDGF/VEGF growth factor family, Snake venom VEGF subfamily",Snake venom vascular endothelial growth factor toxin (TjsvVEGF) (svVEGF) (VEGF-F) (Vascular permeability factor) (VPF),-1,7
P23631,Araneae,Theridiidae,Latrodectus,"Cationic peptide 01 (latrotoxin) family, 03 (alpha-latrotoxin) subfamily",Alpha-latrotoxin-Lt1a (Alpha-LTX-Lt1a) (Alpha-latrotoxin) (Alpha-LTX),-1,7
P0DQQ4,Squamata,Viperidae,Crotalus,Nucleotide pyrophosphatase/phosphodiesterase family,Venom phosphodiesterase CdcPDE (PDE) (EC 3.6.1.-),-1,7
P61095,Araneae,Segestriidae,Segestria,Neurotoxin 16 (SFI) family,Mu-segestritoxin-Sf1a (Mu-SGTX-Sf1a) (F5.6) (Toxin SFI1),-1,7
P49126,Araneae,Diguetidae,Diguetia,Neurotoxin 26 (DTX) family,Beta-diguetoxin-Dc1a (Beta-DGTX-Dc1a) (Dc1a) (Insecticidal toxin DTX9.2),-1,7
P0C350,Neogastropoda,Conidae,Conus,Conotoxin M superfamily,Mu-conotoxin TIIIA,-1,7
P61230,Araneae,Theraphosidae,Paraphysa,Neurotoxin 30 (phrixotoxin) family,Kappa-theraphotoxin-Ps1a (Kappa-TRTX-Ps1a) (PaTx1) (Phrixotoxin-1),-1,7
P0C7P6,Squamata,Viperidae,Trimeresurus,Bradykinin-potentiating peptide family; Natriuretic peptide family,Bradykinin-potentiating and C-type natriuretic peptides (BPP-CNP) [Cleaved into: Bradykinin-potentiating peptide Tg1 (BPP); C-type natriuretic peptide (CNP)],-1,4
A0A0B5A7N1,Neogastropoda,Conidae,Conus,Insulin family,Con-Ins F2b (Insulin 2b) [Cleaved into: Con-Ins F2b B chain; Con-Ins F2b A chain],-1,4
P0DM45,Neogastropoda,Conidae,Conus,,Conotoxin as25a (As25b),-1,4
P0DSM4,Hymenoptera,Formicidae,Neoponera,"Non-disulfide-bridged peptide (NDBP) superfamily, Medium-length antimicrobial peptide (group 3) family, Ponericin-W subfamily",M-poneritoxin-Na1b (M-PONTX-Na1b) (Poneratoxin) (Ponericin Pa II2) (U1-poneritoxin-Na1b) (U1-PONTX-Na1b),-1,4
P0DSJ4,Trebouxiales,Trebouxiaceae,Myrmecia,Formicidae venom precursor-01 superfamily,U-myrmeciitoxin(01)-Mg1a (MIITX(01)-Mg1a) (U-MIITX(01)-Mg1a),-1,4
P0DRA3,Hymenoptera,Vespidae,Vespa,"MCD family, Mastoparan subfamily",VESP-VB1,-1,4
P26349,Squamata,Helodermatidae,Heloderma,Glucagon family,Exendin-4 (Exenatide),-1,4
P21654,Hymenoptera,Vespidae,Vespa,"MCD family, Mastoparan subfamily",Mastoparan-B (MP-B),-1,4
P20394,Squamata,Helodermatidae,Heloderma,Glucagon family,Exendin-3 (Glucagon-like 3),-1,4
P17684,Neogastropoda,Conidae,Conus,Conotoxin B superfamily,Conantokin-T (Con-T),-1,4
P0DUV1,Hymenoptera,Sphecidae,Sphex,FARP (FMRFamide related peptide) family,FMRFamide-like peptide Sa12b (Sa-12) (Sa12b) (Sa-112) (Sa112),-1,4
P69746,Neogastropoda,Conidae,Conus,Conotoxin A superfamily,Alpha-conotoxin OIVA (Alpha-A-O4a) (Alpha-A-OIVA),-1,4
P0C1R1,Hymenoptera,Vespidae,Protonectarina,"MCD family, Protonectin subfamily",Protonectin (PTN),-1,4
Q4JHE1,Squamata,Elapidae,Pseudechis,"Flavin monoamine oxidase family, FIG1 subfamily",L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2),-1,4
P58923,Neogastropoda,Conidae,Conus,,Conotoxin TVIIA,-1,4
A0A0B5ABD9,Neogastropoda,Conidae,Conus,Insulin family,Con-Ins G2 (Insulin 2) [Cleaved into: Con-Ins G2 B chain; Con-Ins G2 A chain],-1,4
P34079,Araneae,Plectreuridae,Plectreurys,"Neurotoxin 02 (plectoxin) family, 02 (plectoxin) subfamily",Omega-plectoxin-Pt1a (Omega-PLTX-Pt1a) (PLTX-II) (Toxin PLTX-2),-1,4
A0RZC6,Squamata,Elapidae,Austrelaps,Venom complement C3 homolog family,A.superbus venom factor 2 (AVF-2) (CVF-like) (Complement C3 homolog) [Cleaved into: AVF-2 alpha chain; AVF-2 gamma chain; AVF-2 beta chain],-1,4
A0SPI1,Hymenoptera,Vespidae,Vespa,"MCD family, Crabrolin subfamily",Vespid chemotactic peptide 5h (VCP 5h),-1,4
A0A0B4J184,Neogastropoda,Terebridae,Terebra,,Venom peptide Tv1 (Teretoxin v3a),-1,4
