identifier,group,major_group,sub_group,membran_prediction,seq_start,number_cysteines
TR|A0A194ARJ5|Micrurus_tener,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A194ARK4|Micrurus_tener,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A194ARK8|Micrurus_tener,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A194ASD1|Micrurus_tener,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A194ASE0|Micrurus_tener,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A194ASE2|Micrurus_tener,Short-chain,Short-chain,,Secreted,,8
TR|A0A194ASE3|Micrurus_tener,Short-chain,Short-chain,,Secreted,MKA,8
TR|A0A194ASE5|Micrurus_tener,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A194ASF5|Micrurus_tener,Short-chain,Short-chain,,Secreted,,8
TR|A0A194AT81|Micrurus_tener,Short-chain,Short-chain,,Secreted,MKA,8
TR|A0A194ATA3|Micrurus_tener,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A194ATA6|Micrurus_tener,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A194ATB0|Micrurus_tener,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A194ATB5|Micrurus_tener,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A194ATC0|Micrurus_tener,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A194ATC3|Micrurus_tener,Short-chain,Short-chain,,Secreted,MKT,8
TR|A0A194ATD1|Micrurus_tener,Short-chain,Short-chain,,Secreted,MKT,8
SP|P01389|Naja_anchietae,Long-chain,Long-chain,,Secreted,,10
SP|P34074|Naja_annulata_annulata,Long-chain,Long-chain,,Secreted,,10
SP|P34075|Naja_annulata_annulata,Short-chain,Short-chain,,Secreted,,8
SP|P01399|Naja_annulifera,Plesiotypic,Plesiotypic,,Secreted,,10
SP|P01420|Naja_annulifera,Short-chain,Short-chain,,Secreted,,8
SP|P01421|Naja_annulifera,Short-chain,Short-chain,,Secreted,,8
SP|P01422|Naja_annulifera,Short-chain,Short-chain,,Secreted,,8
SP|P01453|Naja_annulifera,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P01454|Naja_annulifera,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P01455|Naja_annulifera,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P01459|Naja_annulifera,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P01460|Naja_annulifera,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P01461|Naja_annulifera,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P01462|Naja_annulifera,Short-chain,Short-chain,S-type cytotoxin,Secreted,,9
SP|P01464|Naja_annulifera,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P01465|Naja_annulifera,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P01466|Naja_annulifera,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P25677|Naja_annulifera,Short-chain,Short-chain,,Secreted,,8
SP|P25678|Naja_annulifera,Short-chain,Short-chain,,Secreted,,8
SP|P62390|Naja_annulifera,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
SP|P68417|Naja_annulifera,Short-chain,Short-chain,,Secreted,,8
SP|O93422|Naja_atra,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|P60814|Naja_atra,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|Q9YGI1|Naja_atra,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|Q9YGI4|Naja_atra,Plesiotypic,Plesiotypic,,Secreted,MKT,10
TR|E2ITZ6|Naja_atra,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|P01442|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8
SP|P01443|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8
SP|P07525|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P0DUK7|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
SP|P49122|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|P49123|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|P60304|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8
SP|P60306|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P60307|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
SP|P60308|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
SP|P60309|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
SP|P60770|Naja_atra,Short-chain,Short-chain,,Secreted,MKT,8
SP|P79810|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8
SP|P80245|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|P80958|Naja_atra,Short-chain,Short-chain,,Secreted,MKT,8
SP|Q8UUK0|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|Q91124|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|Q91126|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|Q91135|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8
SP|Q91136|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8
SP|Q91137|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|Q98956|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8
SP|Q98957|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8
SP|Q98958|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8
SP|Q98959|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|Q98960|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|Q98961|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8
SP|Q98962|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|Q98965|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|Q9W6W6|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|Q9W6W9|Naja_atra,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8
SP|Q9W716|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
TR|E2ITZ7|Naja_atra,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|P34076|Naja_christyi,Short-chain,Short-chain,,Secreted,,8
NCBI|NAJHA_GHRV01002244.1_C372_184|Naja_haje,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|NAJHA_GHRV01000814.1_C597_352|Naja_haje,Short-chain,Short-chain,Cobra+ 8-cysteine clade in plesiotypics,Secreted,,8
SP|P25674|Naja_haje_haje,Long-chain,Long-chain,,Secreted,,10
SP|P01401|Naja_haje_haje,Plesiotypic,Plesiotypic,,Secreted,,10
SP|P01415|Naja_haje_haje,Short-chain,Short-chain,Cobra+ 8-cysteine clade in plesiotypics,Secreted,,8
SP|P01457|Naja_haje_haje,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P25675|Naja_haje_haje,Short-chain,Short-chain,,Secreted,,8
SP|P01391|Naja_kaouthia,Long-chain,Long-chain,,Secreted,,10
SP|P0DSM9|Naja_kaouthia,Non-standard,Non-standard,,Secreted,,8
SP|P25679|Naja_kaouthia,Plesiotypic,Plesiotypic,,Secreted,,10
SP|P82935|Naja_kaouthia,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|P01445|Naja_kaouthia,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P01446|Naja_kaouthia,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P0CH80|Naja_kaouthia,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P0DSN0|Naja_kaouthia,Short-chain,Short-chain,,Secreted,,8
SP|P14541|Naja_kaouthia,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
SP|P14613|Naja_kaouthia,Short-chain,Short-chain,,Secreted,,8
SP|P24779|Naja_kaouthia,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
SP|P59275|Naja_kaouthia,Short-chain,Short-chain,,Secreted,,8
SP|P59276|Naja_kaouthia,Short-chain,Short-chain,,Secreted,,8
SP|P82462|Naja_kaouthia,Short-chain,Short-chain,,Secreted,,8
SP|P82463|Naja_kaouthia,Short-chain,Short-chain,,Secreted,,8
SP|P82464|Naja_kaouthia,Short-chain,Short-chain,,Secreted,,8
SP|P82849|Naja_kaouthia,Short-chain,Short-chain,,Secreted,,8
SP|Q9DGH9|Naja_kaouthia,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|P01383|Naja_melanoleuca,Long-chain,Long-chain,,Secreted,,10
SP|P01388|Naja_melanoleuca,Long-chain,Long-chain,,Secreted,,10
SP|P0DQQ1|Naja_melanoleuca,Long-chain,Long-chain,,Secreted,,10
SP|P0DQQ2|Naja_melanoleuca,Long-chain,Long-chain,,Secreted,,10
SP|P01400|Naja_melanoleuca,Plesiotypic,Plesiotypic,,Secreted,,10
SP|P01424|Naja_melanoleuca,Short-chain,Short-chain,,Secreted,,8
SP|P01448|Naja_melanoleuca,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P01473|Naja_melanoleuca,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
SP|P01474|Naja_melanoleuca,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
SP|P01431|Naja_mossambica,Short-chain,Short-chain,,Secreted,,8
SP|P01432|Naja_mossambica,Short-chain,Short-chain,,Secreted,,9
SP|P01452|Naja_mossambica,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P01467|Naja_mossambica,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
SP|P01469|Naja_mossambica,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
SP|P01470|Naja_mossambica,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
SP|P25517|Naja_mossambica,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_11|Naja_naja,Long-chain,Long-chain,,Secreted,,10
SP|C0HM09|Naja_naja,Long-chain,Long-chain,,Secreted,,10
SP|P25668|Naja_naja,Long-chain,Long-chain,,Secreted,,10
SP|P25669|Naja_naja,Long-chain,Long-chain,,Secreted,,10
SP|P25671|Naja_naja,Long-chain,Long-chain,,Secreted,,10
SP|P25672|Naja_naja,Long-chain,Long-chain,,Secreted,,10
SP|P25673|Naja_naja,Long-chain,Long-chain,,Secreted,,10
NCBI|Nana_c3_dn_17|Naja_naja,Non-standard,Non-standard,Basal non-standard,Secreted,,9
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_10|Naja_naja,Non-standard,Non-standard,S-type cytotoxin,Secreted,,9
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_15|Naja_naja,Non-standard,Non-standard,S-type cytotoxin,Secreted,,9
None|Nana_c1_1|Naja_naja,Non-standard,Non-standard,,Secreted,MRK,10
None|Nana_c3_16|Naja_naja,Non-standard,Non-standard,Basal non-standard,Secreted,,9
None|Nana_c3_dn_12|Naja_naja,Non-standard,Non-standard,P-type cytotoxin,Secreted,MKT,7
None|Nana_c3_dn_19|Naja_naja,Non-standard,Non-standard,Basal non-standard,Secreted,,8
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_3|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_6_mka|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_7_mka|Naja_naja,Non-standard,Non-standard,,Secreted,,12
NCBI|Nnaj_CM019151_1_np121212_gene_1_mRNA_1|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,,10
None|Nana_c3_11|Naja_naja,Reptilian Ly6 group 1-2,Ly-6,Reptilian Ly6 group 1-2,Membrane,MKP,10
None|Nana_c3_8|Naja_naja,LYPD2,Ly-6,LYPD2,Membrane,,10
None|Nana_c3_dn_10|Naja_naja,Reptilian Ly6 group 1,Ly-6,Reptilian Ly6 group 1,Membrane,,10
None|Nana_c3_dn_2|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,,10
None|Nana_c3_dn_25|Naja_naja,Ly6E,Ly-6,Ly6E,Secreted,MKT,11
None|Nana_c3_dn_3|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,MKT,10
None|Nana_c3_dn_5|Naja_naja,Non-standard,Non-standard,,Secreted,,11
None|Nana_c3_dn_7|Naja_naja,PSCA,Ly-6,PSCA,Membrane,MKA,11
None|Nana_c3_dn_9|Naja_naja,Reptilian Ly6 group 5,Ly-6,Reptilian Ly6 group 5,Membrane,,11
None|Nana_c4_dn_1|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|P29179|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,,10
SP|P29180|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,,10
SP|P29181|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,,10
SP|P29182|Naja_naja,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_12|Naja_naja,Short-chain,Short-chain,,Secreted,,8
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_14|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
None|Nana_c3_28|Naja_naja,Short-chain,Short-chain,,Secreted,,8
None|Nana_c3_dn_1|Naja_naja,Short-chain,Short-chain,,Secreted,MKT,8
None|Nana_c3_dn_14|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
None|Nana_c3_dn_15|Naja_naja,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
None|Nana_c3_dn_18|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,9
None|Nana_c3_dn_20|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
None|Nana_c3_dn_23|Naja_naja,Short-chain,Short-chain,,Secreted,MKI,8
None|Nana_c3_dn_24|Naja_naja,Short-chain,Short-chain,,Secreted,,8
None|Nana_c3_dn_26|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8
None|Nana_c3_dn_27|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8
None|Nana_c3_dn_4|Naja_naja,Short-chain,Short-chain,,Secreted,,9
None|Nana_c3_dn_6|Naja_naja,Short-chain,Short-chain,,Secreted,,8
None|Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_1|Naja_naja,Short-chain,Short-chain,,Secreted,MKT,8
None|Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_2|Naja_naja,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
None|Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_3|Naja_naja,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
None|Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_4|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,MKT,8
SP|C0HM08|Naja_naja,Short-chain,Short-chain,,Secreted,,8
SP|P01440|Naja_naja,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
SP|P01447|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P24780|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P86382|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P86538|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P86540|Naja_naja,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P86541|Naja_naja,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
NCBI|NAJMO_GIJF01000694.1_C620_375|Naja_nigricollis,Short-chain,Short-chain,,Secreted,,8
NCBI|NAJMO_GIJF01000822.1_C570_316|Naja_nigricollis,Short-chain,Short-chain,,Secreted,,8
NCBI|NAJMO_GIJF01002765.1_C269_63|Naja_nigricollis,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9
NCBI|NAJNI_GIJG01001078.1_C500_294|Naja_nigricollis,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9
NCBI|NAJNI_GIJG01001188.1_C432_220|Naja_nigricollis,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9
NCBI|NAJNI_GIJG01001191.1_C479_237|Naja_nigricollis,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
NCBI|NAJNI_GIJG01001632.1_C398_189|Naja_nigricollis,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9
SP|P0DSN1|Naja_nigricollis,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
SP|P01390|Naja_nivea,Long-chain,Long-chain,,Secreted,,10
SP|P25680|Naja_nivea,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|NAJNI_GIJH01000740.1_C512_282|Naja_nivea,Short-chain,Short-chain,,Secreted,,9
NCBI|NAJNI_GIJH01000756.1_C445_239|Naja_nivea,Short-chain,Short-chain,S-type cytotoxin,Secreted,,9
SP|P01423|Naja_nivea,Short-chain,Short-chain,,Secreted,,8
SP|P01456|Naja_nivea,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P01458|Naja_nivea,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P01463|Naja_nivea,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
NCBI|NAJNU_GIJI01001285.1_C460_209|Naja_nubiae,Long-chain,Long-chain,,Secreted,,10
NCBI|NAJNU_GIJI01001525.1_C450_190|Naja_nubiae,Non-standard,Non-standard,Bungarus non-standard,Secreted,,11
NCBI|NAJNU_GIJI01001829.1_C373_116|Naja_nubiae,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|NAJNU_GIJI01000015.1_C2405_2196|Naja_nubiae,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9
NCBI|NAJNU_GIJI01000526.1_C465_223|Naja_nubiae,Short-chain,Short-chain,,Secreted,,8
NCBI|NAJNU_GIJI01001024.1_C456_214|Naja_nubiae,Short-chain,Short-chain,,Secreted,,9
NCBI|NAJNU_GIJI01001548.1_C448_212|Naja_nubiae,Short-chain,Short-chain,,Secreted,,9
SP|P01382|Naja_oxiana,Long-chain,Long-chain,,Secreted,,10
SP|P85520|Naja_oxiana,Plesiotypic,Plesiotypic,,Secreted,,10
SP|P01441|Naja_oxiana,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
SP|P01451|Naja_oxiana,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|Q9PS34|Naja_oxiana,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
NCBI|NAJPA_GIJJ01000770.1_C467_213|Naja_pallida,Short-chain,Short-chain,,Secreted,,8
NCBI|NAJPA_GIJJ01001129.1_C372_115|Naja_pallida,Short-chain,Short-chain,,Secreted,,8
NCBI|NAJPA_GIJJ01001759.1_C249_13|Naja_pallida,Short-chain,Short-chain,,Secreted,,9
SP|P01426|Naja_pallida,Short-chain,Short-chain,,Secreted,,8
SP|P01468|Naja_pallida,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8
NCBI|NAJPH_GIJK01000105.1_C1082_864|Naja_philippinensis,Non-standard,Non-standard,,Secreted,,10
NCBI|NAJPH_GIJK01000671.1_C406_203|Naja_philippinensis,Non-standard,Non-standard,,Secreted,,10
NCBI|NAJPH_GIJK01000704.1_C431_213|Naja_philippinensis,Short-chain,Short-chain,Cobra+ 8-cysteine clade in plesiotypics,Secreted,,9
NCBI|NAJPH_GIJK01001248.1_C249_16|Naja_philippinensis,Non-standard,Non-standard,,Secreted,,11
SP|P60773|Naja_philippinensis,Short-chain,Short-chain,,Secreted,,8
SP|P83345|Naja_sagittifera,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
NCBI|NAJSI_GIJL01002105.1_C250_44|Naja_siamensis,Long-chain,Long-chain,,Secreted,,10
NCBI|NAJSI_GIJL01000963.1_C467_213|Naja_siamensis,Short-chain,Short-chain,,Secreted,,8
SP|O42257|Naja_sputatrix,Long-chain,Long-chain,,Secreted,MKT,10
SP|O93472|Naja_sputatrix,Non-standard,Non-standard,P-type cytotoxin,Secreted,MKT,7
SP|O42255|Naja_sputatrix,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|O42256|Naja_sputatrix,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|Q802B2|Naja_sputatrix,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|Q802B3|Naja_sputatrix,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|Q9W7I3|Naja_sputatrix,Plesiotypic,Plesiotypic,,Secreted,MKT,10
SP|O57326|Naja_sputatrix,Short-chain,Short-chain,,Secreted,MKT,8
SP|O57327|Naja_sputatrix,Short-chain,Short-chain,,Secreted,MKT,8
SP|O73856|Naja_sputatrix,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|O93471|Naja_sputatrix,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|O93473|Naja_sputatrix,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|P60302|Naja_sputatrix,Short-chain,Short-chain,P-type cytotoxin,Secreted,MKT,8
SP|P60311|Naja_sputatrix,Short-chain,Short-chain,S-type cytotoxin,Secreted,,8
SP|P60772|Naja_sputatrix,Short-chain,Short-chain,,Secreted,,8
SP|Q9PSN6|Naja_sputatrix,Short-chain,Short-chain,,Secreted,,8
SP|Q9YGJ5|Naja_sputatrix,Short-chain,Short-chain,,Secreted,MKT,8
SP|Q9YGJ6|Naja_sputatrix,Short-chain,Short-chain,,Secreted,MKT,8
NCBI|NAJSU_GIJM01003258.1_C442_182|Naja_subfulva,Long-chain,Long-chain,,Secreted,,10
NCBI|NAJSU_GIJM01003390.1_C487_248|Naja_subfulva,Long-chain,Long-chain,,Secreted,,10
NCBI|NAJSU_GIJM01003176.1_C489_247|Naja_subfulva,Non-standard,Non-standard,,Secreted,,7
NCBI|NAJSU_GIJM01004954.1_C362_117|Naja_subfulva,Non-standard,Non-standard,Cobra+ 8-cysteine clade in plesiotypics,Secreted,,7
NCBI|NAJSU_GIJM01000709.1_C501_238|Naja_subfulva,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|NAJSU_GIJM01004310.1_C401_147|Naja_subfulva,Plesiotypic,Plesiotypic,,Secreted,,10
NCBI|NAJSU_GIJM01002726.1_C453_214|Naja_subfulva,Short-chain,Short-chain,,Secreted,,8
NCBI|NAJSU_GIJM01003137.1_C418_212|Naja_subfulva,Short-chain,Short-chain,,Secreted,,9
NCBI|NAJSU_GIJM01003193.1_C499_266|Naja_subfulva,Short-chain,Short-chain,P-type cytotoxin,Secreted,,9
NCBI|NAJSU_GIJM01003678.1_C291_61|Naja_subfulva,Short-chain,Short-chain,,Secreted,,8
NCBI|NAJSU_GIJM01004065.1_C446_207|Naja_subfulva,Short-chain,Short-chain,,Secreted,,8
NCBI|NAJSU_GIJN01002005.1_C525_271|Naja_sumatrana,Plesiotypic,Plesiotypic,,Secreted,,10
SP|P01384|Notechis_scutatus_scutatus,Long-chain,Long-chain,,Secreted,MKT,10
SP|A8HDK0|Notechis_scutatus_scutatus,Short-chain,Short-chain,,Secreted,MKT,9
SP|A8N285|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,MKT,10
SP|C5ILC5|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,MKT,10
SP|P01386|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,,10
SP|P01387|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,,10
SP|P07526|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,,10
SP|P80156|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,,10
SP|P80965|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,,10
SP|P82662|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,MKT,10
SP|Q2VBP3|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,MKT,10
SP|Q2VBP4|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,MKT,10
SP|Q2VBP6|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,MKT,10
SP|Q2VBP8|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,MKI,10
SP|Q53B53|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,,10
SP|Q53B54|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,,10
SP|Q53B56|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,MKT,10
SP|Q53B57|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,MKT,10
SP|Q53B58|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,MKT,10
SP|Q53B59|Ophiophagus_hannah,Long-chain,Long-chain,,Secreted,MKT,10
SP|Q2VBP5|Ophiophagus_hannah,Non-standard,Non-standard,,Secreted,MKT,9
SP|Q53B55|Ophiophagus_hannah,Non-standard,Non-standard,,Secreted,MKT,8
SP|Q2VBN2|Ophiophagus_hannah,Plesiotypic,Plesiotypic,Dimeric,Secreted,MKT,11
SP|Q53B61|Ophiophagus_hannah,Plesiotypic,Plesiotypic,,Secreted,,10
SP|A8N286|Ophiophagus_hannah,Short-chain,Short-chain,Blockage of α3 nAChRs,Secreted,MKT,8
SP|P01412|Ophiophagus_hannah,Short-chain,Short-chain,,Secreted,MKT,8
SP|P83302|Ophiophagus_hannah,Short-chain,Short-chain,,Secreted,,8
SP|Q2VBN0|Ophiophagus_hannah,Short-chain,Short-chain,Muscarinic toxin,Secreted,MKT,8
SP|Q2VBN1|Ophiophagus_hannah,Short-chain,Short-chain,Muscarinic toxin,Secreted,MKT,8
SP|Q2VBN3|Ophiophagus_hannah,Short-chain,Short-chain,,Secreted,MKT,8
SP|Q2VBN4|Ophiophagus_hannah,Short-chain,Short-chain,β-cardiotoxin,Secreted,MKT,8
SP|Q2VBN5|Ophiophagus_hannah,Short-chain,Short-chain,β-cardiotoxin,Secreted,MKT,8
SP|Q2VBN7|Ophiophagus_hannah,Short-chain,Short-chain,β-cardiotoxin,Secreted,MKT,8
SP|Q2VBN8|Ophiophagus_hannah,Short-chain,Short-chain,β-cardiotoxin,Secreted,MKT,8
SP|Q2VBN9|Ophiophagus_hannah,Short-chain,Short-chain,,Secreted,MKT,8
SP|Q2VBP0|Ophiophagus_hannah,Short-chain,Short-chain,,Secreted,MKT,8
SP|Q2VBP2|Ophiophagus_hannah,Short-chain,Short-chain,,Secreted,MKT,8
SP|Q53B46|Ophiophagus_hannah,Short-chain,Short-chain,β-cardiotoxin,Secreted,MKT,8
SP|Q53B47|Ophiophagus_hannah,Short-chain,Short-chain,,Secreted,MKN,8
SP|Q53B48|Ophiophagus_hannah,Short-chain,Short-chain,,Secreted,MKN,8
SP|Q53B49|Ophiophagus_hannah,Short-chain,Short-chain,,Secreted,MKT,8
SP|Q53B50|Ophiophagus_hannah,Short-chain,Short-chain,,Secreted,MKN,8
SP|Q53B52|Ophiophagus_hannah,Short-chain,Short-chain,,Secreted,MKN,8
